kind,old_location,cell,old_token,new_value,unit,target,population,n,artifact,row_key,numeric_check,semantic_result,old_target
cell,A-T08,row13col4,,0.9143376947465238,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; morans_i; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row13col5,,0.2394599825738235,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; morans_i; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row13col6,,0.9138735180281524,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; morans_i; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T09,row2col2,,1.7153754037082043,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; const; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row2col3,,0.2626026598084136,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; const; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row2col4,,6.480672108854854e-11,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; const; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row2col5,,0.2700192409689306,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; const; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row2col6,,2.1144495134570087e-10,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; const; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row3col2,,-0.007378949069827,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row3col3,,0.0092688178419489,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row3col4,,0.4259712062647932,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row3col5,,0.0184596724351184,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row3col6,,0.6893528312465287,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row4col2,,0.0878421321724063,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG2; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row4col3,,0.0064155132731828,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG2; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row4col4,,1.1312131510408097e-42,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG2; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row4col5,,0.0083621619326606,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG2; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row4col6,,8.217017733911217e-26,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG2; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row5col2,,0.050303766600442,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zRain24; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row5col3,,0.0062252037449519,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zRain24; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row5col4,,6.441618509088131e-16,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zRain24; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row5col5,,0.0100017828771731,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zRain24; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row5col6,,4.91811883491983e-07,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zRain24; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row6col2,,-0.0665531180686735,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zTemp; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row6col3,,0.0100797025504281,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zTemp; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row6col4,,4.0377225196387406e-11,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zTemp; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row6col5,,0.0184811837845394,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zTemp; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row6col6,,0.0003168388912532,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zTemp; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row7col2,,-0.0438723123973069,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zPressure; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row7col3,,0.0079596366093746,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zPressure; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row7col4,,3.5508418088515284e-08,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zPressure; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row7col5,,0.0160052872562415,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zPressure; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row7col6,,0.0061231312074714,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zPressure; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row8col2,,0.0208228827693973,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG_zPressure; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row8col3,,0.0096959121082528,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG_zPressure; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row8col4,,0.0317460216577962,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG_zPressure; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row8col5,,0.0177501556698204,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG_zPressure; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row8col6,,0.2407517499125384,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zG_zPressure; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row9col2,,0.1378421854210411,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; urban_binary; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row9col3,,0.0386652064007553,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; urban_binary; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row9col4,,0.0003638301910114,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; urban_binary; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row9col5,,0.0393541314529805,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; urban_binary; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row9col6,,0.000460723017411,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; urban_binary; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row10col2,,0.0095692563411053,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; log_population; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row10col3,,0.0230079500389576,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; log_population; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row10col4,,0.6774752307207237,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; log_population; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row10col5,,0.0230897729721848,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; log_population; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row10col6,,0.6785540933127616,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; log_population; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row11col2,,0.5956553750215532,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; income_deprivation_rate; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row11col3,,0.5626992877760234,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; income_deprivation_rate; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row11col4,,0.2897966353601248,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; income_deprivation_rate; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row11col5,,0.5650494528868336,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; income_deprivation_rate; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row11col6,,0.2918073661464428,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; income_deprivation_rate; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row12col2,,-0.3152592127934771,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; deprivation_gap_pct; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row12col3,,0.4711834563559194,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; deprivation_gap_pct; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row12col4,,0.5034447371860942,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; deprivation_gap_pct; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row12col5,,0.4670936319300362,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; deprivation_gap_pct; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row12col6,,0.4997151958833398,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; deprivation_gap_pct; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row13col2,,0.2891675381938069,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; morans_i; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row13col3,,0.1314162683138128,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; morans_i; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row13col4,,0.0277789694000587,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; morans_i; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row13col5,,0.1293801708121587,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; morans_i; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row13col6,,0.0254158993533008,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; morans_i; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row14col2,,0.2860675937751148,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zK; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row14col3,,0.0204644687052157,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zK; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row14col4,,2.101607078618461e-44,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zK; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row14col5,,0.0231482948106271,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zK; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row14col6,,4.4076334519024075e-35,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zK; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row15col2,,-0.3652604887580347,coefficient per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zK2; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row15col3,,0.0205596572457654,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zK2; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row15col4,,1.2987753534238332e-70,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zK2; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row15col5,,0.0234294034001515,SE per design-column unit; regional rate/gap on 0–1 scale,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zK2; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T09,row15col6,,8.535625597804726e-55,normal-reference p (not bootstrap),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; R0c; zK2; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T13,row2col3,,9.690894608982568,m/s,E0,main development,48323,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_period_scales.csv,main;E0;development;gust_mean,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T13,row2col4,,5.274015917517526,m/s,E0,main development,48323,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_period_scales.csv,main;E0;development;gust_sd,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T13,row3col3,,10.785197727308988,m/s,E0,main later,12113,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_period_scales.csv,main;E0;later;gust_mean,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T13,row3col4,,5.212870179442403,m/s,E0,main later,12113,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_period_scales.csv,main;E0;later;gust_sd,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T13,row4col3,,9.690894608982568,m/s,R0c,main development,48323,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_period_scales.csv,main;R0c;development;gust_mean,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T13,row4col4,,5.274015917517526,m/s,R0c,main development,48323,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_period_scales.csv,main;R0c;development;gust_sd,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T13,row5col3,,10.785197727308988,m/s,R0c,main later,12113,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_period_scales.csv,main;R0c;later;gust_mean,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
