group,target,term,coefficient,covariance,SE,variance_status,n,k,model_path,p_normal_CR1_descriptive,p_log10_normal_CR1,p_status
main,R0c,month_7,0.1047313462048714,LAD_CR1,0.0409335840398442,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.010510435102294,-1.9783793050360718,finite_normal_Wald_descriptive
main,R0c,month_8,0.0710291653572792,LAD_CR1,0.0387470053633172,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0667799123478779,-1.1753541553154596,finite_normal_Wald_descriptive
main,R0c,month_9,-0.0103053490371913,LAD_CR1,0.0397305548214325,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.7953413268949607,-0.09944645049565781,finite_normal_Wald_descriptive
main,R0c,month_10,-0.0545745283602771,LAD_CR1,0.0378116553517691,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.1489287848630317,-0.8270213539671248,finite_normal_Wald_descriptive
main,R0c,month_11,-0.0562936347684952,LAD_CR1,0.0309248980204686,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0687081986942148,-1.1629914371004428,finite_normal_Wald_descriptive
main,R0c,month_12,0.0241204111313359,LAD_CR1,0.0336470158360381,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.4734566089888906,-0.3247198167455762,finite_normal_Wald_descriptive
main,R0c,zK,0.2860675937751148,LAD_CR1,0.0204644687052157,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,2.101607078618461e-44,-43.67744847743184,finite_normal_Wald_descriptive
main,R0c,zK2,-0.3652604887580347,LAD_CR1,0.0205596572457654,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,1.2987753534238332e-70,-69.88646596147935,finite_normal_Wald_descriptive
main,R0c,const,1.7153754037082043,date_CR1,0.1872320461601196,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,5.1056849038221134e-20,-19.291945991089523,finite_normal_Wald_descriptive
main,R0c,zG,-0.007378949069827,date_CR1,0.0182106821294123,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.6853312851402589,-0.16409944233457507,finite_normal_Wald_descriptive
main,R0c,zG2,0.0878421321724063,date_CR1,0.0085626379140465,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,1.0807463165843968e-24,-23.96627623596067,finite_normal_Wald_descriptive
main,R0c,zRain24,0.050303766600442,date_CR1,0.0104460342044578,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,1.467692017898651e-06,-5.833365067689566,finite_normal_Wald_descriptive
main,R0c,zTemp,-0.0665531180686735,date_CR1,0.0185813618055973,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.000341347760378,-3.466802942259009,finite_normal_Wald_descriptive
main,R0c,zPressure,-0.0438723123973069,date_CR1,0.0161004013166154,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0064316986299397,-2.1916743135165286,finite_normal_Wald_descriptive
main,R0c,zG_zPressure,0.0208228827693973,date_CR1,0.017191856853375,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.2258164059009538,-0.6462445091186332,finite_normal_Wald_descriptive
main,R0c,urban_binary,0.1378421854210411,date_CR1,0.0183016435590778,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,5.009028355235443e-14,-13.30024650983825,finite_normal_Wald_descriptive
main,R0c,log_population,0.0095692563411053,date_CR1,0.0149588819314189,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.5223650660326498,-0.28202587487339764,finite_normal_Wald_descriptive
main,R0c,income_deprivation_rate,0.5956553750215532,date_CR1,0.2578877829521021,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0209021990272821,-1.6798080212968192,finite_normal_Wald_descriptive
main,R0c,deprivation_gap_pct,-0.3152592127934771,date_CR1,0.1298047067115085,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0151522531467975,-1.8195227825766191,finite_normal_Wald_descriptive
main,R0c,morans_i,0.2891675381938069,date_CR1,0.0528222976013669,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,4.391301130137295e-08,-7.357406780460446,finite_normal_Wald_descriptive
main,R0c,year_2022,0.0456390303840995,date_CR1,0.0251081715783077,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0691105647602953,-1.1604555580326559,finite_normal_Wald_descriptive
main,R0c,year_2023,-0.1191991390006739,date_CR1,0.0238929139243876,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,6.072695306034656e-07,-6.216618508804568,finite_normal_Wald_descriptive
main,R0c,year_2024,-0.2441520265811604,date_CR1,0.066483397311073,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0002403058488156,-3.619235658753063,finite_normal_Wald_descriptive
main,R0c,month_2,0.3435907896634211,date_CR1,0.0994216745738549,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0005484705322488,-3.2608467008614013,finite_normal_Wald_descriptive
main,R0c,month_3,-0.0294280765088757,date_CR1,0.0405685713014855,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.4682121927852989,-0.32955728096313125,finite_normal_Wald_descriptive
main,R0c,month_4,-0.0552703673494561,date_CR1,0.0436241909646975,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.2051674423112308,-0.687891555579781,finite_normal_Wald_descriptive
main,R0c,month_5,-0.0691484612645284,date_CR1,0.0487284220344243,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.1558820825117733,-0.8072038008692735,finite_normal_Wald_descriptive
main,R0c,month_6,0.1282879138220289,date_CR1,0.0538306812543144,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0171640500227488,-1.765380228433695,finite_normal_Wald_descriptive
main,R0c,month_7,0.1047313462048714,date_CR1,0.0530175493972941,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0482217480720833,-1.316757050194583,finite_normal_Wald_descriptive
main,R0c,month_8,0.0710291653572792,date_CR1,0.057261008920238,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.214810631383203,-0.6679442283877408,finite_normal_Wald_descriptive
main,R0c,month_9,-0.0103053490371913,date_CR1,0.0496897649140413,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.8357023262625147,-0.07794838892823426,finite_normal_Wald_descriptive
main,R0c,month_10,-0.0545745283602771,date_CR1,0.0472048095056689,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.2476311754322617,-0.6061946808720213,finite_normal_Wald_descriptive
main,R0c,month_11,-0.0562936347684952,date_CR1,0.0503351854373029,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.2634066825280194,-0.5793732113475455,finite_normal_Wald_descriptive
main,R0c,month_12,0.0241204111313359,date_CR1,0.044689872348254,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.5893840760776944,-0.22960160205414637,finite_normal_Wald_descriptive
main,R0c,zK,0.2860675937751148,date_CR1,0.0140298333628564,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,2.0535782781196834e-92,-91.6874887380952,finite_normal_Wald_descriptive
main,R0c,zK2,-0.3652604887580347,date_CR1,0.0133511810231766,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,8.693954050050928e-165,-164.06078265950543,finite_normal_Wald_descriptive
main,R0c,const,1.7153754037082043,LAD_date_two_way_CR1,0.2700192409689306,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,2.1144495134570087e-10,-9.674802680008115,finite_normal_Wald_descriptive
main,R0c,zG,-0.007378949069827,LAD_date_two_way_CR1,0.0184596724351184,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.6893528312465287,-0.16155843637654693,finite_normal_Wald_descriptive
main,R0c,zG2,0.0878421321724063,LAD_date_two_way_CR1,0.0083621619326606,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,8.217017733911217e-26,-25.085285775733993,finite_normal_Wald_descriptive
main,R0c,zRain24,0.050303766600442,LAD_date_two_way_CR1,0.0100017828771731,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,4.91811883491983e-07,-6.308200981752969,finite_normal_Wald_descriptive
main,R0c,zTemp,-0.0665531180686735,LAD_date_two_way_CR1,0.0184811837845394,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0003168388912532,-3.499161515150623,finite_normal_Wald_descriptive
main,R0c,zPressure,-0.0438723123973069,LAD_date_two_way_CR1,0.0160052872562415,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0061231312074714,-2.213026434330342,finite_normal_Wald_descriptive
main,R0c,zG_zPressure,0.0208228827693973,LAD_date_two_way_CR1,0.0177501556698204,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.2407517499125384,-0.618430547507281,finite_normal_Wald_descriptive
main,R0c,urban_binary,0.1378421854210411,LAD_date_two_way_CR1,0.0393541314529805,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.000460723017411,-3.33656009014611,finite_normal_Wald_descriptive
main,R0c,log_population,0.0095692563411053,LAD_date_two_way_CR1,0.0230897729721848,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.6785540933127616,-0.16841552532064075,finite_normal_Wald_descriptive
main,R0c,income_deprivation_rate,0.5956553750215532,LAD_date_two_way_CR1,0.5650494528868336,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.2918073661464428,-0.5349037493295606,finite_normal_Wald_descriptive
main,R0c,deprivation_gap_pct,-0.3152592127934771,LAD_date_two_way_CR1,0.4670936319300362,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.4997151958833398,-0.3012774438575153,finite_normal_Wald_descriptive
main,R0c,morans_i,0.2891675381938069,LAD_date_two_way_CR1,0.1293801708121587,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0254158993533008,-1.59489451797917,finite_normal_Wald_descriptive
main,R0c,year_2022,0.0456390303840995,LAD_date_two_way_CR1,0.0271607771622006,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0928934014682618,-1.0320151343131452,finite_normal_Wald_descriptive
main,R0c,year_2023,-0.1191991390006739,LAD_date_two_way_CR1,0.0277596684486358,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,1.7550746876667815e-05,-4.755704397288545,finite_normal_Wald_descriptive
main,R0c,year_2024,-0.2441520265811604,LAD_date_two_way_CR1,0.0680005666007842,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0003301188726145,-3.481329646714617,finite_normal_Wald_descriptive
main,R0c,month_2,0.3435907896634211,LAD_date_two_way_CR1,0.1032661956018895,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0008771270756505,-3.056937482738999,finite_normal_Wald_descriptive
main,R0c,month_3,-0.0294280765088757,LAD_date_two_way_CR1,0.0407662421282502,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.4703721553348483,-0.32755839514269086,finite_normal_Wald_descriptive
main,R0c,month_4,-0.0552703673494561,LAD_date_two_way_CR1,0.0462723127553406,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.2322985800061392,-0.6339534449452787,finite_normal_Wald_descriptive
main,R0c,month_5,-0.0691484612645284,LAD_date_two_way_CR1,0.0496024426278921,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.1633014342745506,-0.7870100008433233,finite_normal_Wald_descriptive
main,R0c,month_6,0.1282879138220289,LAD_date_two_way_CR1,0.0575870118459925,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0258989887848693,-1.586717192433213,finite_normal_Wald_descriptive
main,R0c,month_7,0.1047313462048714,LAD_date_two_way_CR1,0.0553277862529303,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.0583678527057707,-1.2338262836504106,finite_normal_Wald_descriptive
main,R0c,month_8,0.0710291653572792,LAD_date_two_way_CR1,0.0575124754618405,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.2168223625301703,-0.6638959277489409,finite_normal_Wald_descriptive
main,R0c,month_9,-0.0103053490371913,LAD_date_two_way_CR1,0.0518891160631502,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.8425730817640271,-0.07439241967877072,finite_normal_Wald_descriptive
main,R0c,month_10,-0.0545745283602771,LAD_date_two_way_CR1,0.0507626972881273,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.2823339058463779,-0.5492369637313261,finite_normal_Wald_descriptive
main,R0c,month_11,-0.0562936347684952,LAD_date_two_way_CR1,0.0505359944549555,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.2653085859036183,-0.5762486951732413,finite_normal_Wald_descriptive
main,R0c,month_12,0.0241204111313359,LAD_date_two_way_CR1,0.0476615658597036,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,0.6128027600323425,-0.21267928733087543,finite_normal_Wald_descriptive
main,R0c,zK,0.2860675937751148,LAD_date_two_way_CR1,0.0231482948106271,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,4.4076334519024075e-35,-34.35579452950002,finite_normal_Wald_descriptive
main,R0c,zK2,-0.3652604887580347,LAD_date_two_way_CR1,0.0234294034001515,valid,60436,28,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\main_R0c\full_model.json,8.535625597804726e-55,-54.06876464283071,finite_normal_Wald_descriptive
weather,E0,const,3.89702748022836,LAD_CR1,1.5505561640106549,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0119604366497481,-1.922252964903248,finite_normal_Wald_descriptive
weather,E0,zG,0.1329404664442369,LAD_CR1,0.0361460432624043,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0002351893015038,-3.6285824377128395,finite_normal_Wald_descriptive
weather,E0,zG2,0.0456983534075397,LAD_CR1,0.0236975258900582,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0538051585453327,-1.2691760845497069,finite_normal_Wald_descriptive
weather,E0,zRain24,-0.1356685568590597,LAD_CR1,0.0270804678918909,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,5.447796529015209e-07,-6.263779121355202,finite_normal_Wald_descriptive
weather,E0,zTemp,0.1386504607611768,LAD_CR1,0.0378885500923535,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0002527778182844,-3.5972610388522024,finite_normal_Wald_descriptive
weather,E0,zPressure,-0.23587814524092,LAD_CR1,0.0332143294156638,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,1.232330659785957e-12,-11.909272746349531,finite_normal_Wald_descriptive
weather,E0,zG_zPressure,-0.1364910108794969,LAD_CR1,0.0300936281969735,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,5.745487166043536e-06,-5.240673141117654,finite_normal_Wald_descriptive
weather,E0,urban_binary,-0.0025052414181373,LAD_CR1,0.0669744843748729,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.9701613618607589,-0.013156025798194823,finite_normal_Wald_descriptive
weather,E0,log_population,-0.0634855161363803,LAD_CR1,0.1295338750069774,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.624057872194961,-0.20477513402029018,finite_normal_Wald_descriptive
weather,E0,income_deprivation_rate,-2.1344024841970395,LAD_CR1,2.354537207902077,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.3646680056268427,-0.4381023381099604,finite_normal_Wald_descriptive
weather,E0,deprivation_gap_pct,-1.3900553665929365,LAD_CR1,1.09513318896971,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.2043331716212416,-0.6896611239077571,finite_normal_Wald_descriptive
weather,E0,morans_i,0.6273001140910255,LAD_CR1,0.4138699038411716,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.1295967552553424,-0.8874058718631163,finite_normal_Wald_descriptive
weather,E0,year_2022,0.2846535644523458,LAD_CR1,0.0823298220898798,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0005452563709236,-3.2633992513048713,finite_normal_Wald_descriptive
weather,E0,year_2023,0.3379984791776305,LAD_CR1,0.0821203262019321,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,3.856831418737752e-05,-4.413769343636422,finite_normal_Wald_descriptive
weather,E0,year_2024,0.338868736686657,LAD_CR1,0.1462097114801943,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0204661933115656,-1.6889629281005967,finite_normal_Wald_descriptive
weather,E0,month_2,-0.1635190395037798,LAD_CR1,0.1084507358351122,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.1316127570257105,-0.8807020131737641,finite_normal_Wald_descriptive
weather,E0,month_3,0.1732361927276696,LAD_CR1,0.1333596129288364,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.1939386395914037,-0.7123356551320659,finite_normal_Wald_descriptive
weather,E0,month_4,0.0321979729312333,LAD_CR1,0.1920022498234184,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.866822592133077,-0.06206977811956217,finite_normal_Wald_descriptive
weather,E0,month_5,0.1823354006971011,LAD_CR1,0.1616709369590538,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.2593967692446051,-0.5860354373035118,finite_normal_Wald_descriptive
weather,E0,month_6,0.7944779871383032,LAD_CR1,0.1903757747242501,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,3.0033856687067618e-05,-4.522388895894032,finite_normal_Wald_descriptive
weather,E0,month_7,0.6802748743693079,LAD_CR1,0.1439044134956059,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,2.275597007414289e-06,-5.642904646034655,finite_normal_Wald_descriptive
weather,E0,month_8,0.5534094596451334,LAD_CR1,0.139454899628592,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,7.236413194754707e-05,-4.140476643155696,finite_normal_Wald_descriptive
weather,E0,month_9,0.260089098402941,LAD_CR1,0.1541258219553995,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0915050387774935,-1.0385549906001141,finite_normal_Wald_descriptive
weather,E0,month_10,0.3265284496992837,LAD_CR1,0.1459093970542904,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0252285560532061,-1.5981076054503294,finite_normal_Wald_descriptive
weather,E0,month_11,0.154396593528466,LAD_CR1,0.1513501607436208,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.3076675811245677,-0.511918262870034,finite_normal_Wald_descriptive
weather,E0,month_12,0.5432222215215456,LAD_CR1,0.1224904854937948,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,9.215285787115871e-06,-5.035491191769611,finite_normal_Wald_descriptive
weather,E0,const,3.89702748022836,date_CR1,0.6813668385746987,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,1.0688426375096076e-08,-7.971086229956664,finite_normal_Wald_descriptive
weather,E0,zG,0.1329404664442369,date_CR1,0.0541215060851964,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0140362843419591,-1.8527478425873642,finite_normal_Wald_descriptive
weather,E0,zG2,0.0456983534075397,date_CR1,0.0727421831544181,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.5298574971542755,-0.27584091628805496,finite_normal_Wald_descriptive
weather,E0,zRain24,-0.1356685568590597,date_CR1,0.0373640936911225,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0002823388687061,-3.549229329778603,finite_normal_Wald_descriptive
weather,E0,zTemp,0.1386504607611768,date_CR1,0.0633079383128095,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0285172772282228,-1.5448919423968595,finite_normal_Wald_descriptive
weather,E0,zPressure,-0.23587814524092,date_CR1,0.0623465690805941,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0001547390406111,-3.8104001001150642,finite_normal_Wald_descriptive
weather,E0,zG_zPressure,-0.1364910108794969,date_CR1,0.0499262118575468,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.0062597653576227,-2.2034419456712877,finite_normal_Wald_descriptive
weather,E0,urban_binary,-0.0025052414181373,date_CR1,0.0519122896983422,valid,9857,26,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\R04_B1_all_valid_v1\weather_E0\full_model.json,0.9615097340823398,-0.017046314715311435,finite_normal_Wald_descriptive
