old_location,cell,old_numeric_token,old_context,new_value,unit,status,current_artifact,MR,CL,Word_status
D-P068,,0.982,"Table 3 reports the final combined-sample gust coefficients. The quadratic terms are positive in both margins (p < 0.001 under LAD clustering). The linear term is negative for exposure (p = 0.022) and close to zero for recovery (p = 0.982). The quadratic terms also retain a positive sign in the reported alternative-distribution and temporal checks. These results support positive curvature within the fitted specifications. They do not establish a physical damage threshold, and the significance of a linear term is not a criterion for deciding whether a fitted minimum exists.",,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,MR18,CL02,not_modified
D-P069,,3,"Table 3. Gust coefficients, final model specification.",,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,,,not_modified
D-T03,row2col2,-0.032,-0.032 (p = 0.022),,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,,,not_modified
D-T03,row2col2,0.022,-0.032 (p = 0.022),,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,,,not_modified
D-T03,row2col3,0.000,0.000 (p = 0.982),,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,,,not_modified
D-T03,row2col3,0.982,0.000 (p = 0.982),,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,,,not_modified
D-T03,row3col2,0.103,0.103 (p < 0.001),,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,,,not_modified
D-T03,row3col2,0.001,0.103 (p < 0.001),,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,,,not_modified
D-T03,row3col3,0.079,0.079 (p < 0.001),,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,,,not_modified
D-T03,row3col3,0.001,0.079 (p < 0.001),,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,,,not_modified
D-T03,row4col2,"60,437","60,437",,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,,,not_modified
D-T03,row4col3,"59,834","59,834",,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,,,not_modified
D-P071,,4,"Because Equation 4 includes a gust-pressure interaction, the stationary point depends on pressure. At mean pressure on the relevant estimation scale, it is",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
D-P072,,0,G*P=0=−β12β2     (5),,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,,,not_modified
D-P072,,12,G*P=0=−β12β2     (5),,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,,,not_modified
D-P072,,2,G*P=0=−β12β2     (5),,requires_semantic_interpretation,definition_date_or_cross_reference; preserve meaning; not empirical estimate,,,,not_modified
D-P072,,5,G*P=0=−β12β2     (5),,requires_semantic_interpretation,definition_date_or_cross_reference; preserve meaning; not empirical estimate,,,,not_modified
D-P073,,1,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
D-P073,,2,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
D-P073,,1,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
D-P073,,3,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
D-P073,,2,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
D-P073,,2,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
D-P073,,0,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
D-P073,,0.157286,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",0.16994822249025912,standardized gust,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,MR19,CL02,not_modified
D-P073,,10.694,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",10.807545499294342,m/s,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,MR19,CL02,not_modified
D-P073,,10.69,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",10.807545499294342,m/s,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,MR19,CL02,not_modified
D-P073,,9.656,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",9.647571090290969,m/s,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,MR19,CL02,not_modified
D-P073,,11.732,"where β1 and β2 are the fitted linear and quadratic gust coefficients. At another pressure level the location is G*P=−β1+β3P/2β2. Using full-precision combined-sample coefficients gives G*0=0.157286 and a physical gust of 10.694 m/s, reported as 10.69 m/s. The corresponding algebraic estimates at pressure one standard deviation below and above its mean are 9.656 and 11.732 m/s (Appendix H). These are conditional fitted locations; the interaction is not significant under two-way clustering, so the pressure contrast is not presented as an established operational effect.",11.967519908297716,m/s,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,MR19,CL02,not_modified
D-P075,,500,"A local audit reproduced the original 500 day-bootstrap fits and examined their coefficients. The quadratic coefficient remained positive, ranging from 0.03659 to 0.16138; the explanation that the interval widened because the denominator approached zero is therefore unsupported. The resampled standardised locations had empirical 2.5th and 97.5th percentiles of -0.1281 and 0.4189. Scaling was re-estimated in every resample, so these locations are measured relative to each resample’s own mean gust and pressure reference. They cannot be treated without further checking as a physical-unit interval at one fixed pressure reference. The previously reported 9.2–12.1 m/s interval is consequently withheld. Appendix H documents the resampling diagnostics and the required conversion. Differences from the Delta approximation [25] may reflect nonlinear estimation and dependence or scaling choices; this audit does not isolate their relative contributions.",,requires_semantic_interpretation,historical_scope_or_original_development_result; current counterparts separately archived; not B1 carry-forward,,"MR19,MR26","CL01,CL02,CL03,CL04,CL05",not_modified
D-P075,,0.03659,"A local audit reproduced the original 500 day-bootstrap fits and examined their coefficients. The quadratic coefficient remained positive, ranging from 0.03659 to 0.16138; the explanation that the interval widened because the denominator approached zero is therefore unsupported. The resampled standardised locations had empirical 2.5th and 97.5th percentiles of -0.1281 and 0.4189. Scaling was re-estimated in every resample, so these locations are measured relative to each resample’s own mean gust and pressure reference. They cannot be treated without further checking as a physical-unit interval at one fixed pressure reference. The previously reported 9.2–12.1 m/s interval is consequently withheld. Appendix H documents the resampling diagnostics and the required conversion. Differences from the Delta approximation [25] may reflect nonlinear estimation and dependence or scaling choices; this audit does not isolate their relative contributions.",,requires_semantic_interpretation,historical_scope_or_original_development_result; current counterparts separately archived; not B1 carry-forward,,"MR19,MR26","CL01,CL02,CL03,CL04,CL05",not_modified
D-P075,,0.16138,"A local audit reproduced the original 500 day-bootstrap fits and examined their coefficients. The quadratic coefficient remained positive, ranging from 0.03659 to 0.16138; the explanation that the interval widened because the denominator approached zero is therefore unsupported. The resampled standardised locations had empirical 2.5th and 97.5th percentiles of -0.1281 and 0.4189. Scaling was re-estimated in every resample, so these locations are measured relative to each resample’s own mean gust and pressure reference. They cannot be treated without further checking as a physical-unit interval at one fixed pressure reference. The previously reported 9.2–12.1 m/s interval is consequently withheld. Appendix H documents the resampling diagnostics and the required conversion. Differences from the Delta approximation [25] may reflect nonlinear estimation and dependence or scaling choices; this audit does not isolate their relative contributions.",,requires_semantic_interpretation,historical_scope_or_original_development_result; current counterparts separately archived; not B1 carry-forward,,"MR19,MR26","CL01,CL02,CL03,CL04,CL05",not_modified
D-P075,,2.5,"A local audit reproduced the original 500 day-bootstrap fits and examined their coefficients. The quadratic coefficient remained positive, ranging from 0.03659 to 0.16138; the explanation that the interval widened because the denominator approached zero is therefore unsupported. The resampled standardised locations had empirical 2.5th and 97.5th percentiles of -0.1281 and 0.4189. Scaling was re-estimated in every resample, so these locations are measured relative to each resample’s own mean gust and pressure reference. They cannot be treated without further checking as a physical-unit interval at one fixed pressure reference. The previously reported 9.2–12.1 m/s interval is consequently withheld. Appendix H documents the resampling diagnostics and the required conversion. Differences from the Delta approximation [25] may reflect nonlinear estimation and dependence or scaling choices; this audit does not isolate their relative contributions.",,requires_semantic_interpretation,historical_scope_or_original_development_result; current counterparts separately archived; not B1 carry-forward,,"MR19,MR26","CL01,CL02,CL03,CL04,CL05",not_modified
D-P075,,97.5,"A local audit reproduced the original 500 day-bootstrap fits and examined their coefficients. The quadratic coefficient remained positive, ranging from 0.03659 to 0.16138; the explanation that the interval widened because the denominator approached zero is therefore unsupported. The resampled standardised locations had empirical 2.5th and 97.5th percentiles of -0.1281 and 0.4189. Scaling was re-estimated in every resample, so these locations are measured relative to each resample’s own mean gust and pressure reference. They cannot be treated without further checking as a physical-unit interval at one fixed pressure reference. The previously reported 9.2–12.1 m/s interval is consequently withheld. Appendix H documents the resampling diagnostics and the required conversion. Differences from the Delta approximation [25] may reflect nonlinear estimation and dependence or scaling choices; this audit does not isolate their relative contributions.",,requires_semantic_interpretation,historical_scope_or_original_development_result; current counterparts separately archived; not B1 carry-forward,,"MR19,MR26","CL01,CL02,CL03,CL04,CL05",not_modified
D-P075,,-0.1281,"A local audit reproduced the original 500 day-bootstrap fits and examined their coefficients. The quadratic coefficient remained positive, ranging from 0.03659 to 0.16138; the explanation that the interval widened because the denominator approached zero is therefore unsupported. The resampled standardised locations had empirical 2.5th and 97.5th percentiles of -0.1281 and 0.4189. Scaling was re-estimated in every resample, so these locations are measured relative to each resample’s own mean gust and pressure reference. They cannot be treated without further checking as a physical-unit interval at one fixed pressure reference. The previously reported 9.2–12.1 m/s interval is consequently withheld. Appendix H documents the resampling diagnostics and the required conversion. Differences from the Delta approximation [25] may reflect nonlinear estimation and dependence or scaling choices; this audit does not isolate their relative contributions.",,requires_semantic_interpretation,historical_scope_or_original_development_result; current counterparts separately archived; not B1 carry-forward,,"MR19,MR26","CL01,CL02,CL03,CL04,CL05",not_modified
D-P075,,0.4189,"A local audit reproduced the original 500 day-bootstrap fits and examined their coefficients. The quadratic coefficient remained positive, ranging from 0.03659 to 0.16138; the explanation that the interval widened because the denominator approached zero is therefore unsupported. The resampled standardised locations had empirical 2.5th and 97.5th percentiles of -0.1281 and 0.4189. Scaling was re-estimated in every resample, so these locations are measured relative to each resample’s own mean gust and pressure reference. They cannot be treated without further checking as a physical-unit interval at one fixed pressure reference. The previously reported 9.2–12.1 m/s interval is consequently withheld. Appendix H documents the resampling diagnostics and the required conversion. Differences from the Delta approximation [25] may reflect nonlinear estimation and dependence or scaling choices; this audit does not isolate their relative contributions.",,requires_semantic_interpretation,historical_scope_or_original_development_result; current counterparts separately archived; not B1 carry-forward,,"MR19,MR26","CL01,CL02,CL03,CL04,CL05",not_modified
D-P075,,9.2,"A local audit reproduced the original 500 day-bootstrap fits and examined their coefficients. The quadratic coefficient remained positive, ranging from 0.03659 to 0.16138; the explanation that the interval widened because the denominator approached zero is therefore unsupported. The resampled standardised locations had empirical 2.5th and 97.5th percentiles of -0.1281 and 0.4189. Scaling was re-estimated in every resample, so these locations are measured relative to each resample’s own mean gust and pressure reference. They cannot be treated without further checking as a physical-unit interval at one fixed pressure reference. The previously reported 9.2–12.1 m/s interval is consequently withheld. Appendix H documents the resampling diagnostics and the required conversion. Differences from the Delta approximation [25] may reflect nonlinear estimation and dependence or scaling choices; this audit does not isolate their relative contributions.",,requires_semantic_interpretation,historical_scope_or_original_development_result; current counterparts separately archived; not B1 carry-forward,,"MR19,MR26","CL01,CL02,CL03,CL04,CL05",not_modified
D-P075,,12.1,"A local audit reproduced the original 500 day-bootstrap fits and examined their coefficients. The quadratic coefficient remained positive, ranging from 0.03659 to 0.16138; the explanation that the interval widened because the denominator approached zero is therefore unsupported. The resampled standardised locations had empirical 2.5th and 97.5th percentiles of -0.1281 and 0.4189. Scaling was re-estimated in every resample, so these locations are measured relative to each resample’s own mean gust and pressure reference. They cannot be treated without further checking as a physical-unit interval at one fixed pressure reference. The previously reported 9.2–12.1 m/s interval is consequently withheld. Appendix H documents the resampling diagnostics and the required conversion. Differences from the Delta approximation [25] may reflect nonlinear estimation and dependence or scaling choices; this audit does not isolate their relative contributions.",,requires_semantic_interpretation,historical_scope_or_original_development_result; current counterparts separately archived; not B1 carry-forward,,"MR19,MR26","CL01,CL02,CL03,CL04,CL05",not_modified
D-P075,,25,"A local audit reproduced the original 500 day-bootstrap fits and examined their coefficients. The quadratic coefficient remained positive, ranging from 0.03659 to 0.16138; the explanation that the interval widened because the denominator approached zero is therefore unsupported. The resampled standardised locations had empirical 2.5th and 97.5th percentiles of -0.1281 and 0.4189. Scaling was re-estimated in every resample, so these locations are measured relative to each resample’s own mean gust and pressure reference. They cannot be treated without further checking as a physical-unit interval at one fixed pressure reference. The previously reported 9.2–12.1 m/s interval is consequently withheld. Appendix H documents the resampling diagnostics and the required conversion. Differences from the Delta approximation [25] may reflect nonlinear estimation and dependence or scaling choices; this audit does not isolate their relative contributions.",,requires_semantic_interpretation,historical_scope_or_original_development_result; current counterparts separately archived; not B1 carry-forward,,"MR19,MR26","CL01,CL02,CL03,CL04,CL05",not_modified
D-P076,,5,"For recovery, the near-zero linear term places the fitted minimum close to the sample mean gust under average pressure. That minimum exists mathematically even though the linear coefficient is not significant. We emphasise the positive curvature and do not assign operational meaning to a particular recovery minimum. At other pressure levels, the interaction term shifts its location in the same way as in Equation 5’s generalisation.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,,,not_modified
D-P077,,4,"Figure 4 displays the exponentiated fitted log responses under the reference covariates used for the original curves. The asymmetry of the plotted wind range around each minimum makes the high-wind arm extend farther from the minimum; it does not make the fitted function asymmetric about its own vertex. The exponentiated curves are not themselves quadratic on the displayed scale, although their log-scale predictors are quadratic. For exposure the plotted quantity is exp(fitted log(1 + customers)), so it includes the added one and is not a conditional arithmetic mean of customers.",,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,"MR17,MR23",CL05,not_modified
D-P077,,1,"Figure 4 displays the exponentiated fitted log responses under the reference covariates used for the original curves. The asymmetry of the plotted wind range around each minimum makes the high-wind arm extend farther from the minimum; it does not make the fitted function asymmetric about its own vertex. The exponentiated curves are not themselves quadratic on the displayed scale, although their log-scale predictors are quadratic. For exposure the plotted quantity is exp(fitted log(1 + customers)), so it includes the added one and is not a conditional arithmetic mean of customers.",,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,"MR17,MR23",CL05,not_modified
D-P079,,4,"Figure 4. Exponentiated fitted log responses under the original reference-covariate settings, with pressure at its standardised mean. (a) exp(fitted log(1 + affected customers)); the vertical marker identifies the point estimate 10.69 m/s. (b) exp(fitted log(restoration duration in hours)). No retransformation correction is applied, and panel (a) does not subtract one. The earlier physical-unit bootstrap band is omitted pending a consistent resample-level conversion (Appendix H).",,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,"MR17,MR19,MR25","CL01,CL02,CL03,CL04,CL05",not_modified
D-P079,,1,"Figure 4. Exponentiated fitted log responses under the original reference-covariate settings, with pressure at its standardised mean. (a) exp(fitted log(1 + affected customers)); the vertical marker identifies the point estimate 10.69 m/s. (b) exp(fitted log(restoration duration in hours)). No retransformation correction is applied, and panel (a) does not subtract one. The earlier physical-unit bootstrap band is omitted pending a consistent resample-level conversion (Appendix H).",,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,"MR17,MR19,MR25","CL01,CL02,CL03,CL04,CL05",not_modified
D-P079,,10.69,"Figure 4. Exponentiated fitted log responses under the original reference-covariate settings, with pressure at its standardised mean. (a) exp(fitted log(1 + affected customers)); the vertical marker identifies the point estimate 10.69 m/s. (b) exp(fitted log(restoration duration in hours)). No retransformation correction is applied, and panel (a) does not subtract one. The earlier physical-unit bootstrap band is omitted pending a consistent resample-level conversion (Appendix H).",,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,"MR17,MR19,MR25","CL01,CL02,CL03,CL04,CL05",not_modified
D-P080,,1,"The recovery model includes standardised log(1 + affected customers) and its square. Their association with duration depends on the sample and on restoration-stage controls. Appendix D reports a positive linear coefficient without stage controls in the main sample, a negative coefficient in the weather-attributed subset, and a sign change after adding a stage control in the development-only analysis. These findings show sensitivity to event composition. A linear coefficient alone does not establish monotonicity across the full customer range, and these regressions do not identify a mediation or dispatch-priority mechanism. Gust curvature was reported to remain positive in the stage-control checks.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,"MR21,MR22","CL01,CL03,CL05,CL06",not_modified
D-P082,,4.2,4.2 Population-level weight of wind,,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,,,not_modified
D-P084,,1.07,"Nested models add non-gust weather variables to a baseline of regional covariates and additive calendar effects, followed by gust terms. For recovery, affected-customer terms are added in either order relative to gust. Changes in mean fold-level out-of-sample R-squared measure conditional predictive increments, which can depend on the order of addition. In the combined exposure sample, gust contributes 1.07 percentage points to a total R-squared of 2.81 percent. In the combined recovery sample, gust contributes 0.62–0.75 percentage points and customer terms contribute 7.73–7.87 percentage points, with a full-model R-squared of 11.05 percent. Figure 5 shows the gust-before-customers order, in which 7.87/0.62 is approximately 12.7. These increments are descriptive predictive comparisons, not shares of a causal effect or an order-invariant variance decomposition.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-P084,,2.81,"Nested models add non-gust weather variables to a baseline of regional covariates and additive calendar effects, followed by gust terms. For recovery, affected-customer terms are added in either order relative to gust. Changes in mean fold-level out-of-sample R-squared measure conditional predictive increments, which can depend on the order of addition. In the combined exposure sample, gust contributes 1.07 percentage points to a total R-squared of 2.81 percent. In the combined recovery sample, gust contributes 0.62–0.75 percentage points and customer terms contribute 7.73–7.87 percentage points, with a full-model R-squared of 11.05 percent. Figure 5 shows the gust-before-customers order, in which 7.87/0.62 is approximately 12.7. These increments are descriptive predictive comparisons, not shares of a causal effect or an order-invariant variance decomposition.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-P084,,0.62,"Nested models add non-gust weather variables to a baseline of regional covariates and additive calendar effects, followed by gust terms. For recovery, affected-customer terms are added in either order relative to gust. Changes in mean fold-level out-of-sample R-squared measure conditional predictive increments, which can depend on the order of addition. In the combined exposure sample, gust contributes 1.07 percentage points to a total R-squared of 2.81 percent. In the combined recovery sample, gust contributes 0.62–0.75 percentage points and customer terms contribute 7.73–7.87 percentage points, with a full-model R-squared of 11.05 percent. Figure 5 shows the gust-before-customers order, in which 7.87/0.62 is approximately 12.7. These increments are descriptive predictive comparisons, not shares of a causal effect or an order-invariant variance decomposition.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-P084,,0.75,"Nested models add non-gust weather variables to a baseline of regional covariates and additive calendar effects, followed by gust terms. For recovery, affected-customer terms are added in either order relative to gust. Changes in mean fold-level out-of-sample R-squared measure conditional predictive increments, which can depend on the order of addition. In the combined exposure sample, gust contributes 1.07 percentage points to a total R-squared of 2.81 percent. In the combined recovery sample, gust contributes 0.62–0.75 percentage points and customer terms contribute 7.73–7.87 percentage points, with a full-model R-squared of 11.05 percent. Figure 5 shows the gust-before-customers order, in which 7.87/0.62 is approximately 12.7. These increments are descriptive predictive comparisons, not shares of a causal effect or an order-invariant variance decomposition.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-P084,,7.73,"Nested models add non-gust weather variables to a baseline of regional covariates and additive calendar effects, followed by gust terms. For recovery, affected-customer terms are added in either order relative to gust. Changes in mean fold-level out-of-sample R-squared measure conditional predictive increments, which can depend on the order of addition. In the combined exposure sample, gust contributes 1.07 percentage points to a total R-squared of 2.81 percent. In the combined recovery sample, gust contributes 0.62–0.75 percentage points and customer terms contribute 7.73–7.87 percentage points, with a full-model R-squared of 11.05 percent. Figure 5 shows the gust-before-customers order, in which 7.87/0.62 is approximately 12.7. These increments are descriptive predictive comparisons, not shares of a causal effect or an order-invariant variance decomposition.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-P084,,7.87,"Nested models add non-gust weather variables to a baseline of regional covariates and additive calendar effects, followed by gust terms. For recovery, affected-customer terms are added in either order relative to gust. Changes in mean fold-level out-of-sample R-squared measure conditional predictive increments, which can depend on the order of addition. In the combined exposure sample, gust contributes 1.07 percentage points to a total R-squared of 2.81 percent. In the combined recovery sample, gust contributes 0.62–0.75 percentage points and customer terms contribute 7.73–7.87 percentage points, with a full-model R-squared of 11.05 percent. Figure 5 shows the gust-before-customers order, in which 7.87/0.62 is approximately 12.7. These increments are descriptive predictive comparisons, not shares of a causal effect or an order-invariant variance decomposition.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
