Incident Reference,new_date_utc,fold,candidate_main_E0,candidate_main_R0c,candidate_weather_E0,candidate_weather_R0c
FREP-263005-Z,2021-10-03,2,True,True,False,False
FREP-263007-Z,2021-10-03,2,True,True,False,False
FREP-263017-G,2022-01-12,1,True,True,False,False
FREP-263019-G,2022-05-17,0,True,True,False,False
FREP-263022-Z,2021-10-03,2,True,True,False,False
FREP-263030-Z,2021-10-03,2,True,True,True,True
FREP-263031-Z,2021-10-03,2,True,True,False,False
FREP-263034-G,2022-01-12,1,True,True,False,False
FREP-263034-J,2021-05-05,4,True,True,False,False
FREP-263037-J,2021-05-05,4,True,True,False,False
FREP-263041-G,2022-01-13,3,True,True,False,False
FREP-263047-G,2022-01-12,1,True,True,False,False
FREP-263047-Z,2021-10-03,2,True,True,False,False
FREP-263049-Z,2021-10-03,2,True,True,False,False
FREP-263050-G,2022-01-21,1,True,True,False,False
FREP-263051-J,2021-05-05,4,True,True,False,False
FREP-263053-J,2021-05-05,4,True,True,False,False
FREP-263055-G,2022-01-13,3,True,True,False,False
FREP-263055-Z,2021-10-03,2,True,True,False,False
FREP-263057-G,2022-01-13,3,True,True,False,False
FREP-263060-G,2022-01-13,3,True,True,False,False
FREP-263060-Z,2021-10-03,2,True,True,False,False
FREP-263062-G,2022-01-13,3,True,True,False,False
FREP-263064-Z,2021-10-03,2,True,True,False,False
FREP-263065-Z,2021-10-03,2,True,True,False,False
FREP-263066-G,2022-02-04,2,True,True,False,False
FREP-263067-G,2022-01-13,3,True,True,False,False
FREP-263074-J,2022-03-12,0,True,True,False,False
FREP-263075-Z,2021-10-03,2,True,True,False,False
FREP-263080-J,2021-05-06,2,True,True,False,False
FREP-263083-Z,2021-10-03,2,True,True,False,False
FREP-263084-Z,2021-10-03,2,True,True,True,True
FREP-263088-J,2021-05-06,2,True,True,False,False
FREP-263090-G,2022-01-13,3,True,True,False,False
FREP-263090-Z,2021-10-03,2,True,True,False,False
FREP-263093-J,2021-05-06,2,True,True,False,False
FREP-263098-Z,2021-10-03,2,True,True,False,False
FREP-263100-J,2021-05-06,2,True,True,False,False
FREP-263100-Z,2021-10-03,2,True,True,False,False
FREP-263102-G,2022-01-13,3,True,True,False,False
FREP-263102-Z,2021-10-03,2,True,True,False,False
FREP-263105-G,2022-01-13,3,True,True,False,False
FREP-263105-Z,2021-10-03,2,True,True,False,False
FREP-263107-Z,2021-10-03,2,True,True,False,False
FREP-263115-Z,2021-10-04,2,True,True,False,False
FREP-263118-Z,2021-10-04,2,True,True,False,False
FREP-263120-J,2021-05-06,2,True,True,False,False
FREP-263121-Z,2021-10-04,2,True,True,False,False
FREP-263126-Z,2021-10-04,2,True,True,False,False
FREP-263127-G,2022-01-13,3,True,True,False,False
FREP-263137-G,2022-01-13,3,True,True,False,False
FREP-263139-J,2021-05-07,0,True,True,False,False
FREP-263139-Z,2021-10-04,2,True,True,False,False
FREP-263145-G,2022-01-13,3,True,True,False,False
FREP-263148-J,2021-08-11,4,True,True,False,False
FREP-263155-Z,2021-10-04,2,True,True,False,False
FREP-263156-Z,2021-10-04,2,True,True,False,False
FREP-263157-G,2022-01-13,3,True,True,False,False
FREP-263158-J,2021-05-07,0,True,True,False,False
FREP-263159-Z,2021-10-04,2,True,True,False,False
FREP-263163-G,2022-01-14,2,True,True,False,False
FREP-263165-G,2022-01-14,2,True,True,False,False
FREP-263167-Z,2021-10-04,2,True,True,False,False
FREP-263172-G,2022-01-14,2,True,True,False,False
FREP-263173-J,2021-05-10,1,True,True,False,False
FREP-263174-J,2021-05-07,0,True,True,False,False
FREP-263176-Z,2021-10-06,1,True,True,False,False
FREP-263178-J,2021-05-10,1,True,True,False,False
FREP-263180-Z,2021-10-04,2,True,True,False,False
FREP-263185-G,2022-01-14,2,True,True,False,False
FREP-263191-J,2021-05-08,1,True,True,False,False
FREP-263192-J,2021-05-08,1,True,True,False,False
FREP-263194-J,2021-05-08,1,True,True,False,False
FREP-263198-G,2022-01-14,2,True,True,False,False
FREP-263198-J,2021-05-08,1,True,True,False,False
FREP-263199-J,2021-05-08,1,True,True,False,False
FREP-263207-Z,2021-10-04,2,True,True,False,False
FREP-263213-J,2021-05-08,1,True,True,False,False
FREP-263217-Z,2021-10-04,2,True,True,False,False
FREP-263218-J,2021-05-08,1,True,True,False,False
FREP-263225-G,2022-01-14,2,True,True,False,False
FREP-263230-J,2021-05-08,1,True,True,False,False
FREP-263233-J,2021-05-08,1,True,True,False,False
FREP-263239-J,2021-05-08,1,True,True,False,False
FREP-263244-J,2021-05-09,0,True,True,False,False
FREP-263245-Z,2021-10-04,2,True,True,False,False
FREP-263246-J,2021-05-09,0,True,True,False,False
FREP-263249-Z,2021-10-04,2,True,True,False,False
FREP-263252-Z,2021-10-04,2,True,True,False,False
FREP-263257-G,2022-01-15,0,True,True,False,False
FREP-263259-J,2021-05-09,0,True,True,False,False
FREP-263262-G,2022-01-15,0,True,True,False,False
FREP-263263-Z,2021-10-04,2,True,True,False,False
FREP-263268-Z,2021-10-12,4,True,True,False,False
FREP-263270-J,2021-05-09,0,True,True,False,False
FREP-263273-G,2022-01-15,0,True,True,False,False
FREP-263285-Z,2021-10-04,2,True,True,False,False
FREP-263286-J,2021-05-09,0,True,True,False,False
FREP-263287-G,2022-01-15,0,True,True,False,False
FREP-263288-Z,2022-01-28,4,True,True,False,False
FREP-263290-Z,2021-10-05,1,True,True,False,False
FREP-263293-J,2021-05-10,1,True,True,False,False
FREP-263297-G,2022-01-15,0,True,True,False,False
FREP-263297-J,2021-05-10,1,True,True,False,False
FREP-263298-J,2021-05-10,1,True,True,False,False
FREP-263299-J,2021-05-10,1,True,True,False,False
FREP-263300-G,2022-01-15,0,True,True,False,False
FREP-263302-Z,2021-10-05,1,True,True,False,False
FREP-263303-Z,2021-10-05,1,True,True,False,False
FREP-263304-J,2021-05-14,4,True,True,False,False
FREP-263304-Z,2021-10-05,1,True,True,True,True
FREP-263306-Z,2021-10-05,1,True,True,False,False
FREP-263307-G,2022-01-15,0,True,True,False,False
FREP-263309-Z,2021-10-05,1,True,True,False,False
FREP-263313-Z,2021-10-05,1,True,True,False,False
FREP-263314-G,2022-01-15,0,True,True,False,False
FREP-263315-G,2022-01-15,0,True,True,False,False
FREP-263315-Z,2021-10-05,1,True,True,False,False
FREP-263316-G,2022-01-15,0,True,True,False,False
FREP-263316-Z,2021-10-05,1,True,True,False,False
FREP-263317-J,2021-05-10,1,True,True,False,False
FREP-263321-G,2022-01-16,3,True,True,False,False
FREP-263323-G,2022-01-16,3,True,True,False,False
FREP-263323-Z,2021-10-05,1,True,True,False,False
FREP-263324-J,2021-05-10,1,True,True,False,False
FREP-263325-Z,2021-10-05,1,True,True,True,True
FREP-263326-G,2022-01-16,3,True,True,False,False
FREP-263327-G,2022-01-16,3,True,True,False,False
FREP-263327-J,2021-05-10,1,True,True,False,False
FREP-263328-Z,2021-10-05,1,True,True,True,True
FREP-263332-Z,2021-10-05,1,True,True,True,True
FREP-263343-J,2021-05-10,1,True,True,False,False
FREP-263344-G,2022-01-16,3,True,True,False,False
FREP-263348-J,2021-07-03,1,True,True,False,False
FREP-263348-Z,2021-10-05,1,True,True,False,False
FREP-263360-Z,2021-10-07,0,True,True,False,False
FREP-263367-Z,2021-10-05,1,True,True,False,False
FREP-263368-Z,2021-10-05,1,True,True,False,False
FREP-263369-Z,2021-10-05,1,True,True,False,False
FREP-263371-G,2022-01-16,3,True,True,False,False
FREP-263374-Z,2021-10-05,1,True,True,False,False
FREP-263376-J,2021-05-10,1,True,True,False,False
FREP-263379-J,2021-05-10,1,True,True,False,False
FREP-263379-Z,2021-10-05,1,True,True,False,False
FREP-263380-Z,2021-10-05,1,True,True,True,True
FREP-263383-Z,2021-10-05,1,True,True,False,False
FREP-263397-Z,2021-10-07,0,True,True,False,False
FREP-263398-J,2021-05-15,0,True,True,False,False
FREP-263398-Z,2021-10-05,1,True,True,False,False
FREP-263402-Z,2021-10-05,1,True,True,False,False
FREP-263404-Z,2021-10-05,1,True,True,False,False
FREP-263406-Z,2021-10-05,1,True,True,False,False
FREP-263409-J,2021-06-01,0,True,True,False,False
FREP-263412-Z,2021-10-05,1,True,True,False,False
FREP-263415-Z,2021-10-05,1,True,True,False,False
FREP-263416-J,2021-05-11,3,True,True,False,False
FREP-263418-G,2022-01-18,0,True,True,False,False
FREP-263422-J,2021-05-11,3,True,True,False,False
FREP-263424-G,2022-01-17,0,True,True,False,False
FREP-263425-J,2021-05-11,3,True,True,False,False
FREP-263433-J,2021-05-11,3,True,True,False,False
FREP-263436-Z,2021-10-05,1,True,True,False,False
FREP-263440-G,2022-01-17,0,True,True,False,False
FREP-263440-J,2021-05-12,1,True,True,False,False
FREP-263441-J,2021-05-12,1,True,True,False,False
FREP-263442-J,2021-05-12,1,True,True,False,False
FREP-263443-J,2021-05-12,1,True,True,False,False
FREP-263447-J,2021-05-12,1,True,True,False,False
FREP-263449-G,2022-01-17,0,True,True,False,False
FREP-263450-G,2022-01-17,0,True,True,False,False
FREP-263452-J,2021-05-12,1,True,True,False,False
FREP-263454-G,2022-01-17,0,True,True,False,False
FREP-263455-G,2022-01-17,0,True,True,False,False
FREP-263456-G,2022-01-17,0,True,True,False,False
FREP-263457-Z,2021-10-05,1,True,True,False,False
FREP-263462-J,2021-05-12,1,True,True,False,False
FREP-263463-G,2022-01-17,0,True,True,False,False
FREP-263464-G,2022-01-17,0,True,True,False,False
FREP-263464-Z,2021-10-05,1,True,True,True,True
FREP-263467-Z,2021-10-05,1,True,True,False,False
FREP-263470-G,2022-01-17,0,True,True,False,False
FREP-263475-J,2022-01-06,0,True,True,False,False
FREP-263478-G,2022-01-17,0,True,True,False,False
FREP-263482-Z,2021-10-05,1,True,True,False,False
FREP-263483-Z,2021-10-06,1,True,True,True,True
FREP-263488-J,2021-05-12,1,True,True,False,False
FREP-263494-Z,2021-10-05,1,True,True,False,False
FREP-263495-G,2022-01-17,0,True,True,False,False
FREP-263497-G,2022-01-19,1,True,True,False,False
FREP-263499-Z,2021-10-05,1,True,True,False,False
FREP-263501-G,2022-01-17,0,True,True,False,False
FREP-263501-J,2022-02-03,2,True,True,False,False
FREP-263510-Z,2021-10-05,1,True,True,False,False
FREP-263511-Z,2021-10-05,1,True,True,False,False
FREP-263512-Z,2021-10-05,1,True,True,True,True
FREP-263513-G,2022-01-18,0,True,True,False,False
FREP-263517-Z,2021-10-05,1,True,True,True,True
FREP-263518-Z,2021-10-05,1,True,True,False,False
FREP-263523-Z,2021-10-05,1,True,True,False,False
FREP-263526-G,2022-01-18,0,True,True,False,False
FREP-263527-J,2021-05-12,1,True,True,False,False
FREP-263528-G,2022-01-18,0,True,True,False,False
FREP-263530-J,2022-02-01,2,True,True,False,False
FREP-263533-Z,2021-10-05,1,True,True,False,False
FREP-263536-J,2021-05-13,4,True,True,False,False
FREP-263537-Z,2021-10-06,1,True,True,True,True
FREP-263538-J,2021-05-13,4,True,True,False,False
FREP-263538-Z,2021-10-06,1,True,True,False,False
FREP-263541-Z,2021-10-06,1,True,True,True,True
FREP-263542-Z,2021-10-06,1,True,True,True,True
FREP-263543-Z,2021-10-06,1,True,True,False,False
FREP-263544-J,2021-06-01,0,True,True,False,False
FREP-263545-J,2021-05-13,4,True,True,False,False
FREP-263548-J,2021-05-13,4,True,True,False,False
FREP-263551-J,2021-05-13,4,True,True,False,False
FREP-263553-Z,2021-10-06,1,True,True,False,False
FREP-263557-Z,2021-10-06,1,True,True,True,True
FREP-263558-J,2021-05-13,4,True,True,False,False
FREP-263563-J,2021-09-13,2,True,True,False,False
FREP-263568-J,2021-05-13,4,True,True,False,False
FREP-263579-Z,2021-10-06,1,True,True,False,False
FREP-263593-J,2021-05-13,4,True,True,False,False
FREP-263596-G,2022-01-18,0,True,True,False,False
FREP-263597-Z,2021-10-06,1,True,True,False,False
FREP-263608-J,2021-05-13,4,True,True,False,False
FREP-263609-G,2022-01-18,0,True,True,True,True
FREP-263610-G,2022-01-18,0,True,True,False,False
FREP-263618-J,2021-05-13,4,True,True,False,False
FREP-263621-Z,2021-10-06,1,True,True,False,False
FREP-263628-J,2021-05-13,4,True,True,False,False
FREP-263631-J,2021-05-13,4,True,True,False,False
FREP-263633-J,2021-05-14,4,True,True,False,False
FREP-263635-Z,2021-10-09,2,True,True,False,False
FREP-263637-G,2022-01-19,1,True,True,False,False
FREP-263638-G,2022-01-19,1,True,True,False,False
FREP-263639-G,2022-01-19,1,True,True,False,False
FREP-263640-G,2022-01-19,1,True,True,False,False
FREP-263642-G,2022-01-19,1,True,True,False,False
FREP-263644-Z,2021-10-06,1,True,True,False,False
FREP-263647-G,2022-01-19,1,True,True,False,False
FREP-263647-Z,2021-10-06,1,True,True,False,False
FREP-263651-G,2022-01-20,1,True,True,False,False
FREP-263651-J,2021-10-15,2,True,True,False,False
FREP-263653-J,2021-05-18,0,True,True,False,False
FREP-263658-G,2022-01-19,1,True,True,False,False
FREP-263662-Z,2021-10-06,1,True,True,True,True
FREP-263664-G,2022-01-19,1,True,True,False,False
FREP-263668-Z,2021-10-06,1,True,True,True,True
FREP-263674-Z,2021-10-06,1,True,True,True,True
FREP-263676-Z,2021-10-06,1,True,True,False,False
FREP-263680-J,2021-05-14,4,True,True,False,False
FREP-263684-G,2022-01-21,1,True,True,False,False
FREP-263699-Z,2021-10-06,1,True,True,True,True
FREP-263700-Z,2021-10-06,1,True,True,False,False
FREP-263703-G,2022-01-19,1,True,True,False,False
FREP-263708-G,2022-01-19,1,True,True,False,False
FREP-263711-Z,2021-10-06,1,True,True,False,False
FREP-263713-J,2021-05-14,4,True,True,False,False
FREP-263717-J,2021-05-14,4,True,True,False,False
FREP-263718-J,2021-05-14,4,True,True,False,False
FREP-263719-J,2021-05-14,4,True,True,False,False
FREP-263721-J,2021-05-14,4,True,True,False,False
FREP-263721-Z,2021-10-07,0,True,True,False,False
FREP-263722-J,2021-05-15,0,True,True,False,False
FREP-263723-J,2021-05-15,0,True,True,False,False
FREP-263723-Z,2021-10-06,1,True,True,False,False
FREP-263725-J,2021-05-15,0,True,True,False,False
FREP-263730-J,2021-05-15,0,True,True,False,False
FREP-263732-G,2022-01-19,1,True,True,False,False
FREP-263737-J,2021-05-15,0,True,True,False,False
FREP-263737-Z,2021-10-07,0,True,True,False,False
FREP-263748-G,2022-01-19,1,True,True,False,False
FREP-263748-J,2024-01-16,4,True,True,False,False
FREP-263751-J,2021-05-15,0,True,True,False,False
FREP-263752-Z,2021-10-07,0,True,True,False,False
FREP-263753-G,2022-01-19,1,True,True,False,False
FREP-263756-G,2022-01-20,1,True,True,False,False
FREP-263757-G,2022-01-20,1,True,True,False,False
FREP-263759-J,2021-05-15,0,True,True,False,False
FREP-263763-G,2022-01-20,1,True,True,False,False
FREP-263766-J,2021-05-15,0,True,True,False,False
FREP-263767-G,2022-01-20,1,True,True,False,False
FREP-263769-J,2021-05-15,0,True,True,False,False
FREP-263774-G,2022-01-20,1,True,True,False,False
FREP-263774-J,2021-05-15,0,True,True,False,False
FREP-263774-Z,2021-10-07,0,True,True,False,False
FREP-263780-J,2021-05-16,4,True,True,False,False
FREP-263782-G,2022-01-20,1,True,True,False,False
FREP-263788-G,2022-01-20,1,True,True,False,False
FREP-263790-Z,2021-10-09,2,True,True,False,False
FREP-263792-J,2021-05-16,4,True,True,False,False
FREP-263793-J,2021-05-16,4,True,True,False,False
FREP-263795-J,2021-09-30,4,True,True,False,False
FREP-263798-G,2022-01-20,1,True,True,False,False
FREP-263800-J,2021-05-16,4,True,True,False,False
FREP-263803-G,2022-01-20,1,True,True,False,False
FREP-263805-J,2021-05-16,4,True,True,False,False
FREP-263811-J,2021-11-13,3,True,True,False,False
FREP-263812-G,2022-01-20,1,True,True,False,False
FREP-263812-J,2021-05-11,3,True,True,False,False
FREP-263813-G,2022-01-20,1,True,True,False,False
FREP-263819-J,2021-05-17,3,True,True,False,False
FREP-263824-J,2021-05-16,4,True,True,False,False
FREP-263825-Z,2021-10-07,0,True,True,False,False
FREP-263834-J,2021-05-17,3,True,True,False,False
FREP-263837-J,2021-05-17,3,True,True,False,False
FREP-263838-J,2021-05-17,3,True,True,False,False
FREP-263842-G,2022-01-20,1,True,True,False,False
FREP-263843-J,2021-05-17,3,True,True,False,False
FREP-263847-J,2021-05-17,3,True,True,False,False
FREP-263848-G,2022-01-20,1,True,True,False,False
FREP-263853-J,2021-05-28,1,True,True,False,False
FREP-263855-G,2022-01-20,1,True,True,False,False
FREP-263858-J,2021-05-17,3,True,True,False,False
FREP-263866-G,2022-01-20,1,True,True,False,False
FREP-263870-G,2022-01-20,1,True,True,False,False
FREP-263873-J,2021-05-19,1,True,True,False,False
FREP-263874-J,2022-01-20,1,True,True,False,False
FREP-263878-G,2022-01-21,1,True,True,False,False
FREP-263879-G,2022-01-21,1,True,True,False,False
FREP-263883-G,2022-01-21,1,True,True,False,False
FREP-263886-Z,2021-10-07,0,True,True,False,False
FREP-263888-G,2022-01-21,1,True,True,False,False
FREP-263889-Z,2021-10-07,0,True,True,False,False
FREP-263890-Z,2022-03-21,0,True,True,False,False
FREP-263891-Z,2021-10-07,0,True,True,False,False
FREP-263895-Z,2021-10-07,0,True,True,False,False
FREP-263896-J,2021-05-17,3,True,True,False,False
FREP-263896-Z,2021-10-07,0,True,True,False,False
FREP-263897-G,2022-01-22,3,True,True,False,False
FREP-263899-J,2021-05-17,3,True,True,False,False
FREP-263899-Z,2021-10-07,0,True,True,False,False
FREP-263901-J,2021-05-18,0,True,True,False,False
FREP-263910-Z,2021-10-08,1,True,True,False,False
FREP-263914-Z,2021-10-16,2,True,True,False,False
FREP-263915-J,2021-05-17,3,True,True,False,False
FREP-263915-Z,2021-10-08,1,True,True,False,False
FREP-263919-J,2021-05-17,3,True,True,False,False
FREP-263926-J,2021-05-18,0,True,True,False,False
FREP-263938-J,2021-05-18,0,True,True,False,False
FREP-263939-J,2021-05-18,0,True,True,False,False
FREP-263941-G,2022-01-21,1,True,True,False,False
FREP-263951-G,2022-01-25,0,True,True,False,False
FREP-263952-J,2021-05-18,0,True,True,False,False
FREP-263978-G,2022-05-16,1,True,True,False,False
FREP-263978-Z,2021-10-08,1,True,True,False,False
FREP-263991-J,2021-05-19,1,True,True,False,False
FREP-263992-Z,2021-10-08,1,True,True,False,False
FREP-263993-J,2021-05-19,1,True,True,False,False
FREP-264003-G,2022-01-21,1,True,True,False,False
FREP-264003-Z,2021-10-08,1,True,True,False,False
FREP-264010-G,2022-01-22,3,True,True,False,False
FREP-264010-J,2021-05-19,1,True,True,False,False
FREP-264016-Z,2021-10-08,1,True,True,False,False
FREP-264022-G,2022-01-23,1,True,True,False,False
FREP-264037-Z,2021-10-08,1,True,True,False,False
FREP-264039-J,2021-05-19,1,True,True,False,False
FREP-264040-G,2022-01-22,3,True,True,False,False
FREP-264041-G,2022-01-22,3,True,True,False,False
FREP-264043-Z,2021-10-08,1,True,True,False,False
FREP-264044-Z,2021-10-08,1,True,True,False,False
FREP-264045-Z,2021-10-08,1,True,True,True,True
FREP-264046-Z,2021-10-08,1,True,True,False,False
FREP-264047-Z,2021-10-08,1,True,True,False,False
FREP-264048-J,2021-05-19,1,True,True,False,False
FREP-264049-J,2021-05-19,1,True,True,False,False
FREP-264053-G,2022-01-22,3,True,True,False,False
FREP-264053-Z,2023-01-14,3,True,True,False,False
FREP-264054-G,2022-01-22,3,True,True,False,False
FREP-264054-J,2021-05-20,3,True,True,False,False
FREP-264056-J,2022-02-10,3,True,True,False,False
FREP-264059-Z,2021-10-08,1,True,True,False,False
FREP-264060-J,2021-05-20,3,True,True,False,False
FREP-264061-J,2021-05-20,3,True,True,False,False
FREP-264064-G,2022-01-23,1,True,True,False,False
FREP-264067-G,2022-01-23,1,True,True,False,False
FREP-264068-G,2022-01-23,1,True,True,False,False
FREP-264069-G,2022-01-23,1,True,True,False,False
FREP-264072-J,2021-05-20,3,True,True,False,False
FREP-264073-J,2021-05-20,3,True,True,False,False
FREP-264076-Z,2021-10-09,2,True,True,False,False
FREP-264077-G,2022-01-23,1,True,True,False,False
FREP-264077-Z,2021-10-09,2,True,True,False,False
FREP-264091-G,2022-01-23,1,True,True,False,False
FREP-264095-G,2022-01-23,1,True,True,False,False
FREP-264097-G,2022-01-23,1,True,True,False,False
FREP-264097-J,2021-05-20,3,True,True,False,False
FREP-264099-J,2021-05-20,3,True,True,False,False
FREP-264100-G,2022-01-23,1,True,True,False,False
FREP-264103-Z,2021-10-09,2,True,True,False,False
FREP-264105-Z,2021-10-09,2,True,True,True,True
FREP-264107-Z,2021-10-09,2,True,True,False,False
FREP-264111-Z,2021-10-09,2,True,True,False,False
FREP-264112-Z,2021-10-09,2,True,True,False,False
FREP-264114-G,2022-01-23,1,True,True,False,False
FREP-264116-Z,2021-10-09,2,True,True,False,False
FREP-264118-Z,2021-10-09,2,True,True,True,True
FREP-264119-J,2021-05-20,3,True,True,False,False
FREP-264121-Z,2021-10-09,2,True,True,False,False
FREP-264124-G,2022-01-24,1,True,True,False,False
FREP-264124-Z,2021-10-09,2,True,True,False,False
FREP-264130-J,2021-05-20,3,True,True,False,False
FREP-264150-Z,2021-10-10,4,True,True,False,False
FREP-264154-J,2021-05-21,2,True,True,False,False
FREP-264157-Z,2021-10-10,4,True,True,False,False
FREP-264161-Z,2021-10-10,4,True,True,False,False
FREP-264162-J,2021-05-21,2,True,True,False,False
FREP-264164-Z,2021-10-10,4,True,True,True,True
FREP-264165-J,2021-05-21,2,True,True,False,False
FREP-264173-Z,2021-10-10,4,True,True,False,False
FREP-264174-J,2021-05-21,2,True,True,False,False
FREP-264186-Z,2021-10-10,4,True,True,False,False
FREP-264188-Z,2021-10-10,4,True,True,False,False
FREP-264195-Z,2021-10-10,4,True,True,False,False
FREP-264201-Z,2021-10-10,4,True,True,False,False
FREP-264204-Z,2021-10-10,4,True,True,False,False
FREP-264205-Z,2021-10-10,4,True,True,False,False
FREP-264208-Z,2021-10-10,4,True,True,False,False
FREP-264211-Z,2021-10-10,4,True,True,False,False
FREP-264212-Z,2021-10-10,4,True,True,False,False
FREP-264217-G,2022-01-25,0,True,True,False,False
FREP-264218-G,2022-01-24,1,True,True,False,False
FREP-264223-G,2022-01-26,4,True,True,False,False
FREP-264227-G,2022-01-24,1,True,True,False,False
FREP-264227-Z,2021-10-12,4,True,True,False,False
FREP-264232-Z,2021-10-11,1,True,True,False,False
FREP-264235-J,2021-05-21,2,True,True,False,False
FREP-264236-J,2021-05-21,2,True,True,False,False
FREP-264237-G,2022-01-24,1,True,True,False,False
FREP-264245-J,2021-05-22,0,True,True,True,True
FREP-264245-Z,2021-10-11,1,True,True,False,False
FREP-264249-J,2021-05-22,0,True,True,False,False
FREP-264251-G,2022-01-24,1,True,True,False,False
FREP-264259-J,2021-05-22,0,True,True,False,False
FREP-264261-Z,2021-10-11,1,True,True,True,True
FREP-264270-J,2021-05-22,0,True,True,False,False
FREP-264272-J,2023-11-14,2,True,True,False,False
FREP-264273-Z,2021-10-11,1,True,True,False,False
FREP-264278-Z,2021-10-11,1,True,True,False,False
FREP-264285-J,2021-05-22,0,True,True,False,False
FREP-264286-G,2022-01-25,0,True,True,False,False
FREP-264287-G,2022-01-25,0,True,True,False,False
FREP-264287-J,2021-05-22,0,True,True,False,False
FREP-264290-J,2021-05-22,0,True,True,False,False
FREP-264293-J,2021-05-23,2,True,True,False,False
FREP-264297-G,2022-01-25,0,True,True,False,False
FREP-264297-J,2021-05-23,2,True,True,False,False
FREP-264305-J,2021-05-23,2,True,True,False,False
FREP-264309-Z,2021-10-11,1,True,True,False,False
FREP-264313-G,2022-01-25,0,True,True,False,False
FREP-264314-J,2021-05-23,2,True,True,False,False
FREP-264322-J,2021-05-23,2,True,True,False,False
FREP-264324-G,2022-01-25,0,True,True,False,False
FREP-264324-J,2021-05-23,2,True,True,False,False
FREP-264326-J,2021-05-23,2,True,True,False,False
FREP-264330-G,2022-01-25,0,True,True,False,False
FREP-264339-G,2022-01-25,0,True,True,False,False
FREP-264343-J,2021-05-24,3,True,True,False,False
FREP-264344-Z,2021-10-11,1,True,True,False,False
FREP-264345-G,2022-01-25,0,True,True,False,False
FREP-264347-Z,2021-10-11,1,True,True,False,False
FREP-264350-G,2022-01-27,1,True,True,False,False
FREP-264355-Z,2021-10-14,1,True,True,False,False
FREP-264358-J,2021-05-24,3,True,True,False,False
FREP-264369-G,2022-01-25,0,True,True,False,False
FREP-264385-Z,2021-10-11,1,True,True,False,False
FREP-264389-J,2021-06-09,2,True,True,False,False
FREP-264389-Z,2021-10-11,1,True,True,False,False
FREP-264394-J,2021-05-24,3,True,True,False,False
FREP-264398-J,2021-05-24,3,True,True,False,False
FREP-264400-Z,2021-10-11,1,True,True,False,False
FREP-264405-Z,2021-10-11,1,True,True,False,False
FREP-264408-Z,2021-10-11,1,True,True,False,False
FREP-264413-J,2021-05-24,3,True,True,False,False
FREP-264425-J,2022-03-12,0,True,True,False,False
FREP-264428-G,2022-01-26,4,True,True,False,False
FREP-264429-G,2022-01-26,4,True,True,False,False
FREP-264429-Z,2021-10-12,4,True,True,False,False
FREP-264433-Z,2021-10-12,4,True,True,False,False
FREP-264440-Z,2021-10-12,4,True,True,False,False
FREP-264441-Z,2021-10-12,4,True,True,False,False
FREP-264445-G,2022-01-26,4,True,True,False,False
FREP-264445-J,2021-05-24,3,True,True,False,False
FREP-264452-J,2021-05-24,3,True,True,False,False
FREP-264455-J,2021-05-24,3,True,True,False,False
FREP-264456-J,2021-05-24,3,True,True,False,False
FREP-264457-J,2021-05-24,3,True,True,False,False
FREP-264475-J,2021-05-25,3,True,True,False,False
FREP-264476-J,2021-05-25,3,True,True,False,False
FREP-264480-J,2021-05-25,3,True,True,False,False
FREP-264482-G,2022-01-27,1,True,True,True,True
FREP-264484-J,2021-09-06,1,True,True,False,False
FREP-264485-G,2022-01-26,4,True,True,False,False
FREP-264498-G,2022-01-26,4,True,True,False,False
FREP-264505-G,2022-01-26,4,True,True,False,False
FREP-264506-J,2021-05-25,3,True,True,False,False
FREP-264508-J,2021-07-06,1,True,True,False,False
FREP-264509-G,2022-01-26,4,True,True,False,False
FREP-264512-G,2022-01-26,4,True,True,False,False
FREP-264514-G,2022-01-26,4,True,True,False,False
FREP-264516-G,2022-01-27,1,True,True,False,False
FREP-264520-G,2022-01-27,1,True,True,False,False
FREP-264522-G,2022-01-27,1,True,True,False,False
FREP-264524-Z,2021-10-12,4,True,True,False,False
FREP-264525-G,2022-01-27,1,True,True,False,False
FREP-264528-G,2022-01-27,1,True,True,False,False
FREP-264533-Z,2021-10-12,4,True,True,False,False
FREP-264537-G,2022-01-27,1,True,True,False,False
FREP-264539-J,2021-05-26,3,True,True,False,False
FREP-264550-Z,2021-10-12,4,True,True,False,False
FREP-264554-J,2021-05-26,3,True,True,False,False
FREP-264569-Z,2021-11-04,0,True,True,False,False
FREP-264583-G,2022-01-27,1,True,True,False,False
FREP-264583-Z,2021-10-12,4,True,True,False,False
FREP-264585-J,2021-05-26,3,True,True,False,False
FREP-264592-J,2021-05-26,3,True,True,False,False
FREP-264596-J,2021-05-27,3,True,True,False,False
FREP-264598-J,2021-05-27,3,True,True,False,False
FREP-264599-J,2021-05-27,3,True,True,False,False
FREP-264600-Z,2021-10-12,4,True,True,False,False
FREP-264603-J,2021-09-05,4,True,True,False,False
FREP-264614-J,2021-05-27,3,True,True,False,False
FREP-264615-G,2022-01-27,1,True,True,False,False
FREP-264619-Z,2021-10-12,4,True,True,False,False
FREP-264621-J,2021-05-27,3,True,True,False,False
FREP-264622-J,2021-05-27,3,True,True,False,False
FREP-264628-G,2022-01-27,1,True,True,False,False
FREP-264633-Z,2021-10-12,4,True,True,False,False
FREP-264634-Z,2021-10-12,4,True,True,False,False
