Incident Reference,incident_date_utc,cause_group_official,customers_v2_event_excl_reinterruptions,duration_B_full_span_hours
FREP-291971-Z,2022-03-01,weather_natural,3.0,4.45
FREP-292114-Z,2022-02-18,weather_natural,351.0,15.416666666666666
FREP-292247-Z,2022-03-02,weather_natural,9.0,47.71666666666667
FREP-292546-Z,2022-03-04,weather_natural,73.0,5.716666666666667
FREP-292943-Z,2022-02-18,weather_natural,0.0,20.8
FREP-292937-G,2022-09-30,weather_natural,852.0,3.066666666666667
FREP-292951-G,2022-09-30,weather_natural,55.0,2.85
FREP-293245-Z,2022-03-08,weather_natural,3.0,1.15
FREP-293169-Z,2022-02-18,weather_natural,0.0,78.71666666666667
FREP-293198-G,2022-10-03,weather_natural,28.0,1.8666666666666667
FREP-293442-G,2022-10-05,weather_natural,13.0,5.55
FREP-293265-Z,2022-02-18,weather_natural,0.0,50.16666666666666
FREP-293464-Z,2022-03-09,weather_natural,1.0,7.45
FREP-293526-G,2022-10-06,weather_natural,1.0,2.1666666666666665
FREP-293705-Z,2022-03-10,weather_natural,0.0,3.85
FREP-294181-G,2022-10-13,weather_natural,21.0,6.233333333333333
FREP-294609-G,2022-10-17,weather_natural,3.0,6.083333333333333
FREP-289959-Z,2022-02-22,weather_natural,0.0,1.9666666666666663
FREP-289822-G,2022-09-02,weather_natural,78.0,2.6
FREP-289886-Z,2022-02-22,weather_natural,1.0,103.81666666666666
FREP-290389-G,2022-09-07,weather_natural,2.0,4.316666666666666
FREP-290073-Z,2022-02-22,weather_natural,61.0,2.0
FREP-290376-Z,2022-02-18,weather_natural,387.0,49.05
FREP-290654-G,2022-09-08,weather_natural,285.0,3.65
FREP-290667-Z,2022-02-24,weather_natural,9.0,12.45
FREP-306177-G,2023-01-14,weather_natural,16.0,9.3
FREP-306216-Z,2022-05-24,weather_natural,1.0,3.816666666666667
FREP-306260-Z,2022-05-24,weather_natural,114.0,4.066666666666666
FREP-291272-Z,2022-02-26,weather_natural,60.0,5.75
FREP-306605-Z,2022-05-26,weather_natural,136.0,4.35
FREP-306580-G,2023-01-17,weather_natural,2764.0,4.633333333333334
FREP-306458-Z,2022-05-25,weather_natural,773.0,2.15
FREP-307160-Z,2022-05-30,weather_natural,182.0,1.9166666666666667
FREP-307225-G,2023-01-22,weather_natural,2.0,0.6
FREP-13320-W,2021-07-02,weather_natural,171.0,16.016666666666666
FREP-13707-W,2021-09-16,weather_natural,7.0,6.516666666666667
FREP-307511-Z,2022-06-01,weather_natural,3.0,6.816666666666666
FREP-14964-W,2022-11-23,weather_natural,1.0,12.916666666666666
FREP-14478-W,2022-07-19,weather_natural,1053.0,0.5333333333333333
FREP-14715-W,2022-10-20,weather_natural,26.0,2.0166666666666666
FREP-307934-Z,2022-06-05,weather_natural,113.0,2.0166666666666666
FREP-307938-Z,2022-06-05,weather_natural,2.0,5.95
FREP-15491-W,2023-04-11,weather_natural,34.0,5.45
FREP-307855-Z,2022-06-04,weather_natural,269.0,6.716666666666667
FREP-307863-Z,2022-06-04,weather_natural,142.0,2.75
FREP-307944-Z,2022-06-05,weather_natural,1.0,5.3
FREP-307992-Z,2022-06-05,weather_natural,1.0,4.4
FREP-320906-G,2023-06-13,weather_natural,1.0,4.466666666666667
FREP-17823-U,2021-06-25,weather_natural,2.0,11.866666666666667
FREP-17928-U,2021-07-04,weather_natural,49.0,4.283333333333333
FREP-321183-G,2023-06-10,weather_natural,134.0,0.9833333333333332
FREP-18257-U,2021-07-29,weather_natural,1.0,6.616666666666666
FREP-321220-G,2023-06-10,weather_natural,381.0,6.733333333333333
FREP-321146-Z,2022-08-10,weather_natural,187.0,1.9
FREP-19235-U,2021-10-28,weather_natural,30.0,1.85
FREP-321159-G,2023-06-10,weather_natural,365.0,8.983333333333333
FREP-320629-G,2023-06-06,weather_natural,2.0,1.7166666666666666
FREP-19684-U,2022-02-24,weather_natural,6.0,123.33333333333331
FREP-19703-U,2022-02-23,weather_natural,2.0,30.5
FREP-21671-U,2023-05-27,weather_natural,150.0,1.0166666666666666
FREP-21686-U,2023-05-28,weather_natural,461.0,3.333333333333333
FREP-21796-U,2023-07-12,weather_natural,456.0,0.5333333333333333
FREP-21866-U,2023-07-15,weather_natural,350.0,3.1666666666666665
FREP-306349-Z,2022-05-25,weather_natural,355.0,1.2833333333333334
FREP-306157-G,2023-01-14,weather_natural,321.0,2.95
FREP-282996-Z,2022-02-05,weather_natural,96.0,0.1333333333333333
FREP-234525-Z,2021-05-03,weather_natural,31.0,1.35
FREP-283381-G,2022-06-29,weather_natural,5.0,1.4166666666666667
FREP-234556-Z,2021-05-03,weather_natural,8.0,5.666666666666667
FREP-283292-Z,2022-02-06,weather_natural,10.0,0.2166666666666666
FREP-283297-Z,2022-02-06,weather_natural,0.0,6.0
FREP-234619-Z,2021-05-04,weather_natural,1.0,6.766666666666667
FREP-234630-Z,2021-05-04,weather_natural,586.0,5.7
FREP-234645-Z,2021-05-04,weather_natural,1.0,7.383333333333334
FREP-283476-G,2022-06-30,weather_natural,645.0,3.7
FREP-283553-G,2022-07-01,weather_natural,230.0,3.466666666666667
FREP-284120-G,2022-07-08,weather_natural,108.0,12.866666666666667
FREP-284280-G,2022-07-10,weather_natural,210.0,1.25
FREP-284614-Z,2022-02-14,weather_natural,2.0,3.95
FREP-284631-G,2022-07-14,weather_natural,73.0,2.6666666666666665
FREP-285039-G,2022-07-18,weather_natural,86.0,1.9166666666666667
FREP-285260-G,2022-07-19,weather_natural,25.0,12.433333333333334
FREP-285173-G,2022-07-19,weather_natural,3.0,4.333333333333333
FREP-285181-G,2022-07-19,weather_natural,423.0,6.233333333333333
FREP-285109-G,2022-07-18,weather_natural,354.0,0.85
FREP-285299-J,2022-02-19,weather_natural,0.0,117.0
FREP-285115-G,2022-07-18,weather_natural,287.0,3.65
FREP-285116-G,2022-07-18,weather_natural,49.0,8.75
FREP-285216-G,2022-07-19,weather_natural,11.0,7.783333333333333
FREP-285208-G,2022-07-19,weather_natural,134.0,0.8166666666666667
FREP-285251-Z,2022-02-16,weather_natural,26.0,4.983333333333333
FREP-285297-Z,2022-02-16,weather_natural,975.0,1.4
FREP-285316-G,2022-07-19,weather_natural,7.0,0.1
FREP-285429-Z,2022-02-16,weather_natural,479.0,1.3666666666666667
FREP-285447-Z,2022-02-16,weather_natural,38.0,0.4166666666666667
FREP-285482-G,2022-07-20,weather_natural,153.0,5.2
FREP-285500-Z,2022-02-16,weather_natural,424.0,10.85
FREP-285597-G,2022-07-20,weather_natural,1.0,18.23333333333333
FREP-285751-Z,2022-02-17,weather_natural,32.0,0.3666666666666666
FREP-285566-Z,2022-02-17,weather_natural,1.0,7.966666666666667
FREP-285659-G,2022-07-21,weather_natural,334.0,6.533333333333333
FREP-285648-G,2022-07-20,weather_natural,357.0,12.016666666666667
FREP-285651-G,2022-07-21,weather_natural,293.0,1.5166666666666666
FREP-285754-G,2022-07-21,weather_natural,0.0,0.1666666666666666
FREP-285875-Z,2022-02-18,weather_natural,473.0,0.5166666666666667
FREP-285894-Z,2022-02-18,weather_natural,371.0,4.366666666666666
FREP-285964-G,2022-07-24,weather_natural,27.0,18.33333333333333
FREP-286064-Z,2022-02-18,weather_natural,10.0,3.316666666666667
FREP-286149-Z,2022-02-18,weather_natural,58.0,0.0666666666666666
FREP-286150-Z,2022-02-18,weather_natural,0.0,102.95
FREP-286162-Z,2022-02-18,weather_natural,84.0,48.56666666666667
FREP-286175-Z,2022-02-18,weather_natural,47.0,10.566666666666666
FREP-286330-Z,2022-02-18,weather_natural,468.0,1.7166666666666666
FREP-286205-Z,2022-02-18,weather_natural,1089.0,58.083333333333336
FREP-286213-Z,2022-02-18,weather_natural,265.0,53.41666666666666
FREP-286276-G,2022-07-27,weather_natural,96.0,3.05
FREP-286404-Z,2022-02-20,weather_natural,8.0,32.266666666666666
FREP-286406-Z,2022-02-18,weather_natural,1608.0,9.666666666666666
FREP-286473-Z,2022-02-18,weather_natural,1.0,3.65
FREP-286360-Z,2022-02-18,weather_natural,292.0,5.6
FREP-286500-Z,2022-02-18,weather_natural,551.0,55.75
FREP-286507-Z,2022-02-18,weather_natural,206.0,9.266666666666667
FREP-286576-Z,2022-02-18,weather_natural,420.0,20.683333333333334
FREP-286639-Z,2022-02-18,weather_natural,6.0,29.066666666666663
FREP-287846-G,2022-08-14,weather_natural,15.0,5.9
FREP-297009-G,2022-11-04,weather_natural,105.0,0.0833333333333333
FREP-297182-Z,2022-03-31,weather_natural,198.0,1.7666666666666666
FREP-297234-Z,2022-03-31,weather_natural,319.0,1.55
FREP-297268-G,2022-11-06,weather_natural,5.0,79.33333333333333
FREP-297270-Z,2022-03-31,weather_natural,179.0,7.75
FREP-297302-Z,2022-03-31,weather_natural,25.0,0.95
FREP-297369-Z,2022-02-20,weather_natural,0.0,22.83333333333333
FREP-297438-G,2022-11-08,weather_natural,24.0,20.03333333333333
FREP-297606-G,2022-11-09,weather_natural,103.0,2.8666666666666667
FREP-297667-Z,2022-02-18,weather_natural,0.0,11.083333333333334
FREP-298183-G,2022-11-15,weather_natural,97.0,3.6
FREP-300235-Z,2022-04-18,weather_natural,1.0,11.75
FREP-300350-G,2022-12-02,weather_natural,38.0,0.1333333333333333
FREP-301697-G,2022-12-13,weather_natural,165.0,9.216666666666669
FREP-301727-G,2022-12-13,weather_natural,381.0,2.1
FREP-268587-G,2022-02-24,weather_natural,198.0,118.83333333333331
FREP-268634-G,2022-02-20,weather_natural,5.0,25.216666666666665
FREP-269017-G,2022-02-20,weather_natural,10.0,104.53333333333332
FREP-268870-G,2022-02-20,weather_natural,377.0,12.0
FREP-269921-G,2022-02-24,weather_natural,16.0,61.31666666666667
FREP-269963-G,2022-02-22,weather_natural,483.0,50.45
FREP-270214-G,2022-03-01,weather_natural,1.0,6.066666666666666
FREP-270033-G,2022-02-22,weather_natural,63.0,75.31666666666666
FREP-270128-G,2022-02-22,weather_natural,2.0,59.53333333333333
FREP-270206-G,2022-03-13,weather_natural,2.0,7.033333333333333
FREP-270309-G,2022-02-23,weather_natural,1.0,52.31666666666667
FREP-270312-G,2022-02-25,weather_natural,33.0,52.61666666666667
FREP-270586-G,2022-02-24,weather_natural,133.0,13.416666666666666
FREP-270347-G,2022-02-23,weather_natural,18.0,0.2666666666666666
FREP-270606-G,2022-02-24,weather_natural,23.0,88.76666666666667
FREP-270307-Z,2021-11-18,weather_natural,1.0,3.9
FREP-270361-G,2022-02-23,weather_natural,13.0,32.03333333333333
FREP-270401-G,2022-02-23,weather_natural,20.0,2.4
FREP-270458-G,2022-02-23,weather_natural,1.0,46.766666666666666
FREP-270522-G,2022-02-23,weather_natural,318.0,27.53333333333333
FREP-270608-G,2022-02-21,weather_natural,3.0,103.01666666666668
FREP-270580-G,2022-02-23,weather_natural,1.0,40.36666666666667
FREP-270840-G,2022-02-24,weather_natural,3.0,69.5
FREP-270646-G,2022-02-24,weather_natural,3.0,27.55
FREP-270664-G,2022-02-24,weather_natural,6.0,100.36666666666666
FREP-270687-G,2022-02-24,weather_natural,17.0,4.8
FREP-270992-G,2022-02-25,weather_natural,33.0,1.25
FREP-270750-G,2022-02-25,weather_natural,1.0,111.86666666666666
FREP-270869-G,2022-02-24,weather_natural,136.0,2.2
FREP-271273-G,2022-02-27,weather_natural,333.0,8.633333333333333
FREP-271120-G,2022-02-25,weather_natural,3.0,1.5333333333333334
FREP-271210-G,2022-02-26,weather_natural,48.0,3.4166666666666665
FREP-271534-Z,2021-11-27,weather_natural,6.0,8.1
FREP-271666-Z,2021-11-27,weather_natural,12.0,6.833333333333333
FREP-271604-Z,2021-11-27,weather_natural,187.0,1.8166666666666669
FREP-271951-G,2022-03-03,weather_natural,1.0,2.65
FREP-272392-Z,2021-12-01,weather_natural,8.0,10.35
FREP-272584-Z,2021-12-02,weather_natural,8.0,4.65
FREP-274883-G,2022-04-01,weather_natural,276.0,5.016666666666667
FREP-275329-G,2022-04-05,weather_natural,1.0,0.95
FREP-275487-G,2022-04-06,weather_natural,267.0,4.883333333333334
FREP-275500-G,2022-04-07,weather_natural,4.0,15.833333333333334
FREP-275489-Z,2021-12-19,weather_natural,12.0,0.9166666666666666
FREP-275359-Z,2021-12-18,weather_natural,22.0,5.3
FREP-292397-Z,2022-03-03,weather_natural,29.0,1.8166666666666669
FREP-292449-Z,2022-03-03,weather_natural,1.0,3.1166666666666667
FREP-292818-Z,2022-02-18,weather_natural,63.0,25.33333333333333
FREP-293069-G,2022-10-02,weather_natural,387.0,1.2333333333333334
FREP-293500-G,2022-10-05,weather_natural,4.0,6.4
FREP-293964-Z,2022-03-11,weather_natural,1.0,6.15
FREP-294553-G,2022-10-17,weather_natural,0.0,2.3666666666666667
FREP-288097-Z,2022-02-19,weather_natural,191.0,1.3333333333333333
FREP-288076-Z,2022-02-19,weather_natural,147.0,22.383333333333333
FREP-288120-Z,2022-02-19,weather_natural,850.0,27.55
FREP-288229-Z,2022-02-19,weather_natural,23.0,18.7
FREP-288246-Z,2022-02-19,weather_natural,7.0,91.4
FREP-288450-Z,2022-02-20,weather_natural,6.0,27.33333333333333
FREP-288823-Z,2022-02-20,weather_natural,725.0,3.933333333333333
FREP-288926-G,2022-08-24,weather_natural,1265.0,6.533333333333333
FREP-289018-G,2022-08-24,weather_natural,4.0,7.266666666666667
FREP-289032-G,2022-08-25,weather_natural,250.0,12.083333333333334
FREP-289591-Z,2022-02-21,weather_natural,2.0,7.616666666666666
FREP-289655-Z,2022-02-21,weather_natural,1.0,42.2
FREP-289700-Z,2022-02-18,weather_natural,0.0,74.78333333333333
FREP-264045-Z,2021-10-08,weather_natural,111.0,72.9
FREP-265652-Z,2021-10-20,weather_natural,5.0,8.683333333333334
FREP-275578-G,2022-02-21,weather_natural,807.0,33.016666666666666
FREP-276574-Z,2021-12-28,weather_natural,21.0,3.4
FREP-276526-Z,2021-12-27,weather_natural,1.0,5.383333333333334
FREP-276593-Z,2021-12-28,weather_natural,150.0,4.266666666666667
FREP-278153-Z,2022-01-08,weather_natural,265.0,8.7
FREP-255886-G,2021-09-23,weather_natural,19.0,8.283333333333333
FREP-255995-G,2021-09-29,weather_natural,50.0,4.35
FREP-255716-G,2021-09-14,weather_natural,55.0,2.4
FREP-267238-G,2022-02-18,weather_natural,629.0,77.08333333333333
FREP-267241-G,2022-02-18,weather_natural,110.0,6.316666666666666
FREP-267173-G,2022-02-18,weather_natural,772.0,28.4
FREP-267204-G,2022-02-18,weather_natural,302.0,95.96666666666668
FREP-267219-G,2022-02-18,weather_natural,1782.0,27.25
FREP-267287-G,2022-02-18,weather_natural,1.0,72.26666666666667
FREP-267263-G,2022-02-18,weather_natural,307.0,10.15
FREP-267300-G,2022-02-18,weather_natural,29.0,32.46666666666667
FREP-267266-G,2022-02-18,weather_natural,1.0,119.28333333333332
FREP-267196-Z,2021-10-29,weather_natural,2.0,2.1166666666666667
FREP-267272-G,2022-02-18,weather_natural,154.0,0.8333333333333334
FREP-267306-G,2022-02-18,weather_natural,143.0,45.9
FREP-267362-G,2022-02-23,weather_natural,0.0,1.0
FREP-267352-G,2022-02-18,weather_natural,210.0,98.81666666666666
FREP-267514-G,2022-02-22,weather_natural,212.0,105.06666666666666
FREP-267402-G,2022-02-18,weather_natural,7.0,51.15
FREP-267401-G,2022-02-18,weather_natural,411.0,20.58333333333333
FREP-267443-G,2022-02-18,weather_natural,31.0,106.46666666666668
FREP-267470-G,2022-02-18,weather_natural,42.0,104.2
FREP-267475-G,2022-02-26,weather_natural,1.0,2.816666666666667
FREP-267455-Z,2021-10-31,weather_natural,474.0,12.316666666666666
FREP-267530-G,2022-02-18,weather_natural,23.0,98.16666666666669
FREP-267552-G,2022-02-18,weather_natural,604.0,7.4
FREP-267467-Z,2021-10-31,weather_natural,262.0,1.55
FREP-267501-G,2022-02-19,weather_natural,24.0,74.05
FREP-267591-G,2022-02-18,weather_natural,4.0,113.43333333333334
FREP-267618-G,2022-02-18,weather_natural,996.0,22.816666666666663
FREP-267619-G,2022-02-21,weather_natural,14.0,27.25
FREP-267632-G,2022-02-18,weather_natural,6.0,83.86666666666666
FREP-267800-G,2022-02-18,weather_natural,21.0,67.85
FREP-267672-G,2022-02-18,weather_natural,82.0,75.63333333333334
FREP-267681-G,2022-02-18,weather_natural,227.0,0.7166666666666667
FREP-267626-G,2022-02-18,weather_natural,31.0,48.56666666666667
FREP-267650-G,2022-02-18,weather_natural,1.0,101.58333333333331
FREP-267732-G,2022-02-18,weather_natural,1.0,73.41666666666667
FREP-267824-G,2022-02-19,weather_natural,7.0,16.05
FREP-267813-G,2022-02-18,weather_natural,2.0,30.05
FREP-267897-G,2022-02-19,weather_natural,3.0,92.71666666666668
FREP-267910-G,2022-02-18,weather_natural,3.0,117.68333333333334
FREP-267958-G,2022-02-18,weather_natural,0.0,93.5
FREP-268076-G,2022-02-18,weather_natural,3.0,119.33333333333331
FREP-267890-Z,2021-11-02,weather_natural,1.0,3.4833333333333334
FREP-267984-G,2022-02-20,weather_natural,4.0,124.0
FREP-268244-G,2022-02-19,weather_natural,2.0,127.03333333333332
FREP-267985-G,2022-02-19,weather_natural,1.0,112.7
FREP-268086-G,2022-02-19,weather_natural,577.0,4.066666666666666
FREP-268102-G,2022-02-19,weather_natural,15.0,134.03333333333333
FREP-268241-G,2022-02-19,weather_natural,98.0,5.816666666666666
FREP-268395-G,2022-02-19,weather_natural,1.0,121.7
FREP-268305-G,2022-02-19,weather_natural,9.0,125.28333333333332
FREP-268397-G,2022-02-19,weather_natural,1083.0,0.4166666666666667
FREP-268540-G,2022-02-19,weather_natural,1448.0,74.46666666666667
FREP-268376-G,2022-02-19,weather_natural,1.0,130.1
FREP-268380-G,2022-02-19,weather_natural,2.0,126.2
FREP-268488-G,2022-02-19,weather_natural,544.0,22.166666666666668
FREP-268394-G,2022-02-19,weather_natural,1.0,59.11666666666667
FREP-268417-G,2022-02-19,weather_natural,283.0,0.65
FREP-268420-G,2022-02-25,weather_natural,110.0,2.816666666666667
FREP-268423-G,2022-02-19,weather_natural,49.0,101.45
FREP-268462-G,2022-02-18,weather_natural,32.0,65.75
FREP-268471-G,2022-02-20,weather_natural,14.0,76.88333333333334
FREP-268479-G,2022-02-19,weather_natural,470.0,0.5666666666666667
FREP-268520-G,2022-02-19,weather_natural,227.0,4.116666666666666
FREP-268481-G,2022-02-19,weather_natural,439.0,5.4
FREP-268506-G,2022-02-19,weather_natural,513.0,5.45
FREP-53744-C,2021-10-05,weather_natural,217.0,2.283333333333333
FREP-5467-I,2022-10-05,weather_natural,334.0,2.6666666666666665
FREP-55563-C,2021-10-31,weather_natural,262.0,2.0166666666666666
FREP-54780-C,2021-10-20,weather_natural,2.0,6.583333333333333
FREP-5506-I,2022-10-06,weather_natural,480.0,2.5166666666666666
FREP-57127-C,2021-11-26,weather_natural,36.0,1.5
FREP-57216-C,2021-11-26,weather_natural,395.0,4.316666666666666
FREP-57963-C,2022-01-09,weather_natural,0.0,1.0
FREP-59765-V,2021-05-21,weather_natural,8.0,12.583333333333334
FREP-59781-V,2021-05-21,weather_natural,174.0,9.3
FREP-59415-V,2021-05-18,weather_natural,12.0,7.433333333333334
FREP-60016-C,2022-02-01,weather_natural,65.0,1.0833333333333333
FREP-60662-C,2022-02-18,weather_natural,41.0,29.6
FREP-60698-C,2022-02-20,weather_natural,45.0,26.98333333333333
FREP-60767-C,2022-02-18,weather_natural,13.0,95.55
FREP-60667-C,2022-02-23,weather_natural,32.0,3.583333333333333
FREP-61207-V,2021-06-13,weather_natural,2.0,5.7
FREP-60915-C,2022-02-19,weather_natural,1.0,67.26666666666667
FREP-61009-C,2022-02-18,weather_natural,278.0,47.23333333333333
FREP-61011-C,2022-02-19,weather_natural,178.0,4.266666666666667
FREP-60994-C,2022-02-20,weather_natural,1.0,17.233333333333334
FREP-61024-C,2022-02-20,weather_natural,391.0,21.73333333333333
FREP-61178-C,2022-02-18,weather_natural,25.0,98.9
FREP-61194-V,2021-06-12,weather_natural,140.0,4.75
FREP-61545-C,2022-02-18,weather_natural,964.0,29.866666666666667
FREP-62205-V,2021-06-23,weather_natural,11.0,0.5333333333333333
FREP-62240-V,2021-06-24,weather_natural,20.0,2.1
FREP-62127-V,2021-06-23,weather_natural,3.0,1.8333333333333333
FREP-62436-V,2021-06-25,weather_natural,3.0,14.2
FREP-62625-C,2022-04-12,weather_natural,6.0,0.4
FREP-63152-V,2021-07-03,weather_natural,140.0,9.283333333333331
FREP-64265-C,2022-05-31,weather_natural,44.0,0.9333333333333332
FREP-67136-V,2021-08-15,weather_natural,374.0,5.2
FREP-67838-C,2022-11-01,weather_natural,2.0,103.93333333333334
FREP-336108-Z,2022-10-24,weather_natural,2.0,17.683333333333334
FREP-368162-Z,2023-04-10,weather_natural,9.0,21.383333333333333
FREP-368401-Z,2023-04-11,weather_natural,269.0,6.983333333333333
FREP-369189-Z,2023-04-15,weather_natural,17.0,2.3
FREP-368858-Z,2023-04-13,weather_natural,8.0,1.3333333333333333
FREP-368631-Z,2023-04-12,weather_natural,373.0,5.066666666666666
FREP-370133-Z,2023-04-21,weather_natural,6.0,11.166666666666666
FREP-371083-Z,2023-04-28,weather_natural,7.0,4.55
FREP-371726-Z,2023-05-04,weather_natural,2.0,2.45
FREP-372096-Z,2023-05-05,weather_natural,235.0,0.5333333333333333
FREP-372691-Z,2023-05-10,weather_natural,331.0,18.35
FREP-372487-Z,2023-05-09,weather_natural,2.0,6.083333333333333
FREP-372890-Z,2023-05-10,weather_natural,234.0,6.766666666666667
FREP-372629-Z,2023-05-09,weather_natural,497.0,4.0
FREP-372737-Z,2023-05-10,weather_natural,252.0,0.55
FREP-373432-Z,2023-05-13,weather_natural,14.0,14.316666666666666
FREP-373398-Z,2023-05-12,weather_natural,480.0,8.85
FREP-380785-Z,2023-06-23,weather_natural,311.0,10.85
FREP-380071-Z,2023-06-20,weather_natural,0.0,1.0166666666666666
FREP-381066-Z,2023-06-24,weather_natural,376.0,2.833333333333333
FREP-381349-Z,2023-06-26,weather_natural,367.0,9.3
FREP-382065-Z,2023-06-29,weather_natural,340.0,3.983333333333333
FREP-382157-Z,2023-06-29,weather_natural,1432.0,1.5
FREP-342755-Z,2022-11-25,weather_natural,0.0,1.0
FREP-347641-Z,2022-12-19,weather_natural,189.0,6.8
FREP-349233-Z,2022-12-27,weather_natural,1.0,2.3666666666666667
FREP-349269-Z,2022-12-27,weather_natural,140.0,4.933333333333334
FREP-349380-Z,2022-12-28,weather_natural,1.0,6.133333333333334
FREP-349549-Z,2022-12-29,weather_natural,531.0,4.016666666666667
FREP-350127-Z,2023-01-01,weather_natural,288.0,0.5166666666666667
FREP-350125-Z,2023-01-01,weather_natural,13.0,1.7166666666666666
FREP-349757-Z,2022-12-30,weather_natural,44.0,3.45
FREP-349770-Z,2022-12-30,weather_natural,205.0,3.183333333333333
FREP-349778-Z,2022-12-30,weather_natural,293.0,0.5333333333333333
FREP-325413-G,2023-07-15,weather_natural,2.0,22.4
FREP-325108-Z,2022-08-29,weather_natural,1367.0,0.6333333333333333
FREP-325278-G,2023-07-16,weather_natural,24.0,9.483333333333333
FREP-325362-G,2023-07-15,weather_natural,20.0,19.1
FREP-325343-G,2023-07-15,weather_natural,2.0,24.633333333333333
FREP-325796-G,2023-07-18,weather_natural,0.0,1.7833333333333334
FREP-325491-Z,2022-08-31,weather_natural,772.0,1.2833333333333334
FREP-326143-G,2023-07-21,weather_natural,2.0,3.7
FREP-326257-Z,2022-09-05,weather_natural,1159.0,7.566666666666666
FREP-326293-G,2023-07-22,weather_natural,1.0,18.8
FREP-327995-Z,2022-09-12,weather_natural,19.0,2.033333333333333
FREP-328031-G,2023-08-05,weather_natural,9.0,23.183333333333334
FREP-328172-G,2023-08-07,weather_natural,77.0,0.4666666666666667
FREP-4440-I,2022-02-18,weather_natural,18.0,14.683333333333334
FREP-4483-I,2022-02-18,weather_natural,1.0,19.933333333333334
FREP-4505-I,2022-02-18,weather_natural,1.0,100.65
FREP-4514-I,2022-02-20,weather_natural,44.0,51.13333333333333
FREP-4519-I,2022-02-19,weather_natural,6.0,30.03333333333333
FREP-4543-I,2022-02-21,weather_natural,917.0,3.4833333333333334
FREP-46917-C,2021-05-03,weather_natural,1.0,6.133333333333334
FREP-328918-Z,2022-09-16,weather_natural,122.0,13.266666666666667
FREP-329521-Z,2022-09-21,weather_natural,129.0,3.1
FREP-329701-G,2023-08-19,weather_natural,181.0,7.35
FREP-331513-Z,2022-10-01,weather_natural,92.0,5.766666666666667
FREP-331518-G,2023-09-04,weather_natural,72.0,1.8
FREP-331521-G,2023-09-04,weather_natural,399.0,0.5333333333333333
FREP-332407-Z,2022-10-05,weather_natural,11.0,2.4166666666666665
FREP-332229-Z,2022-10-05,weather_natural,5.0,5.966666666666667
FREP-332353-Z,2022-10-05,weather_natural,10.0,1.4166666666666667
FREP-333037-G,2023-09-18,weather_natural,39.0,11.516666666666667
FREP-333062-G,2023-09-18,weather_natural,8.0,11.433333333333334
FREP-335693-Z,2022-10-23,weather_natural,463.0,1.4166666666666667
FREP-335710-Z,2022-10-23,weather_natural,250.0,9.983333333333333
FREP-351201-Z,2023-01-07,weather_natural,1.0,2.3666666666666667
FREP-351712-Z,2023-01-10,weather_natural,306.0,3.983333333333333
FREP-352517-Z,2023-01-13,weather_natural,17.0,2.1333333333333333
FREP-333269-G,2023-09-19,weather_natural,1.0,8.983333333333333
FREP-333283-G,2023-09-19,weather_natural,67.0,8.833333333333334
FREP-333456-G,2023-09-20,weather_natural,375.0,7.4
FREP-322846-G,2023-06-25,weather_natural,49.0,9.75
FREP-322870-G,2023-06-25,weather_natural,2322.0,2.333333333333333
FREP-323294-G,2023-06-28,weather_natural,1.0,6.733333333333333
FREP-323082-Z,2022-08-20,weather_natural,451.0,13.2
FREP-323594-G,2023-06-30,weather_natural,1.0,7.966666666666667
FREP-323839-Z,2022-08-23,weather_natural,4.0,13.516666666666667
FREP-324253-Z,2022-08-25,weather_natural,34.0,0.55
FREP-324195-Z,2022-08-25,weather_natural,688.0,4.4
FREP-324272-Z,2022-08-25,weather_natural,1096.0,4.816666666666666
FREP-324567-G,2023-07-10,weather_natural,322.0,4.0
FREP-324540-Z,2022-08-26,weather_natural,14.0,1.8833333333333333
FREP-324707-G,2023-07-10,weather_natural,34.0,0.7666666666666667
FREP-324864-G,2023-07-12,weather_natural,26.0,1.9
FREP-325032-Z,2022-08-29,weather_natural,6.0,0.5
FREP-68942-C,2022-12-08,weather_natural,56.0,4.766666666666667
FREP-69125-C,2022-12-11,weather_natural,2.0,7.85
FREP-69335-V,2021-09-11,weather_natural,7.0,2.716666666666667
FREP-69867-C,2023-01-10,weather_natural,2.0,4.883333333333334
FREP-70523-V,2021-09-27,weather_natural,57.0,4.016666666666667
FREP-71147-V,2021-10-03,weather_natural,497.0,11.15
FREP-71148-V,2021-10-03,weather_natural,1.0,30.53333333333333
FREP-71062-V,2021-10-02,weather_natural,2.0,2.9166666666666665
FREP-7122-I,2023-05-28,weather_natural,293.0,8.216666666666667
FREP-71894-V,2021-10-11,weather_natural,94.0,0.5166666666666667
FREP-322188-G,2023-06-18,weather_natural,16.0,8.533333333333333
FREP-350558-Z,2023-01-04,weather_natural,1618.0,6.933333333333334
FREP-330356-G,2023-08-24,weather_natural,6.0,25.0
FREP-330480-G,2023-08-26,weather_natural,38.0,0.5
FREP-330605-Z,2022-09-26,weather_natural,1.0,2.5166666666666666
FREP-321571-Z,2022-08-12,weather_natural,99.0,2.65
FREP-321375-Z,2022-08-11,weather_natural,4.0,1.15
FREP-321546-Z,2022-08-12,weather_natural,8.0,6.65
FREP-321621-Z,2022-08-13,weather_natural,63.0,76.85
FREP-321659-G,2023-06-13,weather_natural,678.0,1.6833333333333331
