Incident Reference,date,fold
FREP-78940-C,2023-09-07,1
FREP-78951-V,2022-05-19,2
FREP-78992-C,2023-09-11,0
FREP-7913-I,2023-09-20,0
FREP-79208-V,2022-06-05,3
FREP-79367-C,2023-09-19,3
FREP-79386-C,2023-09-19,3
FREP-79430-C,2023-09-19,3
FREP-79450-V,2022-06-22,2
FREP-79451-C,2023-09-19,3
FREP-79460-C,2023-09-19,3
FREP-7947-I,2023-09-22,0
FREP-80006-C,2023-09-21,2
FREP-80179-V,2022-07-22,1
FREP-80327-V,2022-08-31,4
FREP-80666-C,2023-09-26,2
FREP-80823-C,2023-09-28,4
FREP-80628-V,2022-08-24,2
FREP-80727-V,2022-08-13,3
FREP-80756-V,2022-08-15,1
FREP-74952-C,2023-05-16,4
FREP-7480-O,2021-09-08,2
FREP-75026-V,2021-11-11,0
FREP-75186-V,2021-11-13,4
FREP-75039-C,2023-05-31,0
FREP-75090-C,2023-05-20,0
FREP-75126-C,2023-05-20,0
FREP-75229-C,2023-05-25,1
FREP-75238-C,2023-05-26,3
FREP-75386-V,2021-11-25,1
FREP-83419-V,2023-02-08,2
FREP-83070-V,2023-01-18,4
FREP-83043-V,2023-01-19,1
FREP-83458-V,2023-02-10,4
FREP-83549-V,2023-03-21,1
FREP-83816-V,2023-03-05,0
FREP-83880-V,2023-03-08,0
FREP-84436-V,2023-03-25,2
FREP-83905-V,2023-03-09,0
FREP-84015-V,2023-03-11,0
FREP-84061-V,2023-03-13,4
FREP-84253-V,2023-03-18,4
FREP-83955-V,2023-03-10,3
FREP-83965-V,2023-03-10,3
FREP-84003-V,2023-03-11,0
FREP-84021-V,2023-03-12,0
FREP-84043-V,2023-03-13,4
FREP-84550-V,2023-03-30,3
FREP-84574-V,2023-03-31,2
FREP-84580-V,2023-03-31,2
FREP-84593-V,2023-03-31,2
FREP-84625-V,2023-04-03,4
FREP-85082-V,2023-04-20,4
FREP-85107-V,2023-04-20,4
FREP-85004-V,2023-04-18,4
FREP-8463-O,2021-11-07,3
FREP-84756-V,2023-04-06,0
FREP-84933-V,2023-04-14,4
FREP-85204-V,2023-04-23,2
FREP-82616-V,2023-01-18,4
FREP-82844-V,2022-12-30,1
FREP-82558-V,2022-12-12,4
FREP-82789-V,2022-12-23,2
FREP-81836-V,2022-10-30,2
FREP-81917-V,2022-11-03,4
FREP-82152-V,2022-11-16,0
FREP-82268-V,2022-11-18,4
FREP-256876-Z,2021-08-23,4
FREP-256748-G,2021-10-21,4
FREP-256848-Z,2021-08-22,3
FREP-256631-G,2021-10-16,3
FREP-256711-Z,2021-08-21,0
FREP-256752-G,2021-10-21,4
FREP-256813-Z,2021-08-22,3
FREP-256703-G,2021-10-20,3
FREP-256708-G,2021-10-21,4
FREP-256725-G,2021-10-21,4
FREP-256761-G,2021-10-21,4
FREP-256767-G,2021-10-22,1
FREP-256805-G,2021-10-24,4
FREP-256837-G,2021-10-27,3
FREP-256531-Z,2021-08-20,3
FREP-256620-Z,2021-08-20,3
FREP-256706-Z,2021-08-21,0
FREP-256708-Z,2021-08-21,0
FREP-256710-Z,2021-08-21,0
FREP-256724-Z,2021-08-22,3
FREP-256737-G,2021-10-21,4
FREP-256768-Z,2021-08-22,3
FREP-256806-Z,2021-08-22,3
FREP-256903-Z,2021-08-22,3
FREP-256847-Z,2021-08-22,3
FREP-256854-Z,2021-08-22,3
FREP-256888-Z,2021-08-22,3
FREP-256960-Z,2021-08-23,4
FREP-257339-G,2021-11-11,0
FREP-257134-Z,2021-08-24,3
FREP-256947-G,2021-10-31,4
FREP-256972-G,2021-11-02,4
FREP-257032-G,2021-11-04,2
FREP-257287-Z,2021-08-24,3
FREP-257309-Z,2021-08-24,3
FREP-257319-Z,2021-08-24,3
FREP-257463-G,2021-11-15,1
FREP-257659-G,2021-11-16,0
FREP-257494-G,2021-11-15,1
FREP-257741-G,2021-11-17,1
FREP-257823-G,2021-11-18,4
FREP-257597-Z,2021-08-25,2
FREP-257718-G,2021-11-16,0
FREP-257729-Z,2021-08-26,0
FREP-257804-G,2021-11-17,1
FREP-257837-Z,2021-08-27,1
FREP-257964-G,2021-11-19,3
FREP-257400-G,2021-11-13,4
FREP-257709-G,2021-11-16,0
FREP-257445-G,2021-11-14,3
FREP-257553-Z,2021-08-25,2
FREP-257677-G,2021-11-16,0
FREP-257601-Z,2021-08-25,2
FREP-257735-G,2021-11-17,1
FREP-257665-Z,2021-08-26,0
FREP-257789-Z,2021-08-26,0
FREP-257916-G,2021-11-19,3
FREP-257969-G,2021-11-19,3
FREP-258039-Z,2021-08-28,0
FREP-258365-Z,2021-08-31,0
FREP-258084-G,2021-11-22,1
FREP-258094-G,2021-11-22,1
FREP-258135-Z,2021-08-29,0
FREP-258145-Z,2021-09-07,2
FREP-258368-Z,2021-08-31,0
FREP-258445-G,2021-11-25,1
FREP-258531-Z,2021-09-01,0
FREP-258608-G,2021-11-26,3
FREP-258039-G,2021-11-21,0
FREP-258063-Z,2021-08-28,0
FREP-258217-Z,2021-08-30,0
FREP-258232-Z,2021-08-31,0
FREP-258240-Z,2021-08-31,0
FREP-258254-Z,2021-08-31,0
FREP-258414-Z,2021-08-31,0
FREP-258525-G,2021-11-26,3
FREP-258612-Z,2021-09-01,0
FREP-258613-Z,2021-09-01,0
FREP-258658-Z,2021-09-01,0
FREP-258659-G,2021-11-27,3
FREP-258733-Z,2021-09-02,2
FREP-258767-Z,2021-09-02,2
FREP-258768-G,2021-11-27,3
FREP-258885-G,2021-11-29,2
FREP-258869-G,2021-11-29,2
FREP-259032-G,2021-11-30,4
FREP-259139-G,2021-11-30,4
FREP-258961-G,2021-11-29,2
FREP-258691-G,2021-11-28,0
FREP-258857-G,2021-11-28,0
FREP-258703-G,2021-11-27,3
FREP-258782-G,2021-11-28,0
FREP-258793-G,2021-11-28,0
FREP-258832-Z,2021-09-03,1
FREP-258840-Z,2021-12-30,2
FREP-258866-Z,2021-09-03,1
FREP-259105-Z,2021-09-04,2
FREP-259161-G,2021-12-01,4
FREP-259482-G,2021-12-04,3
FREP-259494-Z,2021-09-08,2
FREP-259530-Z,2021-09-08,2
FREP-259544-Z,2021-09-08,2
FREP-259550-G,2021-12-05,2
FREP-259592-G,2021-12-06,3
FREP-336304-Z,2022-10-25,0
FREP-336059-Z,2022-10-24,1
FREP-336075-Z,2022-10-24,1
FREP-336328-Z,2022-10-26,2
FREP-337632-Z,2022-11-02,1
FREP-338064-Z,2022-11-03,4
FREP-338069-Z,2022-11-03,4
FREP-338167-Z,2022-11-03,4
FREP-338188-Z,2022-11-03,4
FREP-338392-Z,2022-11-04,3
FREP-338199-Z,2022-11-03,4
FREP-338307-Z,2022-12-06,0
FREP-338378-Z,2022-11-03,4
FREP-338438-Z,2022-11-23,2
FREP-338513-Z,2022-11-04,3
FREP-339589-Z,2022-11-09,4
FREP-339269-Z,2022-11-08,2
FREP-339572-Z,2022-11-09,4
FREP-339323-Z,2022-11-08,2
FREP-339452-Z,2022-11-08,2
FREP-339461-Z,2022-11-08,2
FREP-339550-Z,2022-11-09,4
FREP-339633-Z,2022-11-15,0
FREP-339757-Z,2022-11-09,4
FREP-339746-Z,2022-11-10,2
FREP-339750-Z,2022-11-09,4
FREP-339754-Z,2022-11-10,2
FREP-339907-Z,2022-11-11,2
FREP-340243-Z,2022-11-13,4
FREP-340100-Z,2022-11-12,3
FREP-340139-Z,2022-11-12,3
FREP-340224-Z,2022-11-13,4
FREP-340642-Z,2022-11-15,0
FREP-340419-Z,2022-11-14,0
FREP-340437-Z,2022-11-15,0
FREP-340441-Z,2022-11-15,0
FREP-340688-Z,2022-11-16,0
FREP-340614-Z,2022-11-15,0
FREP-340827-Z,2022-11-16,0
FREP-340857-Z,2022-11-16,0
FREP-340875-Z,2022-11-16,0
FREP-340895-Z,2022-11-16,0
FREP-340945-Z,2022-11-17,0
FREP-340969-Z,2022-11-17,0
FREP-341221-Z,2022-11-18,4
FREP-340954-Z,2022-11-17,0
FREP-340972-Z,2022-11-17,0
FREP-340983-Z,2022-11-17,0
FREP-341045-Z,2022-11-17,0
FREP-341081-Z,2022-11-17,0
FREP-341153-Z,2022-11-17,0
FREP-341191-Z,2022-11-17,0
FREP-341192-Z,2022-11-18,4
FREP-341280-Z,2022-11-18,4
FREP-341247-Z,2022-11-18,4
FREP-341447-Z,2022-11-19,2
FREP-341618-Z,2022-11-20,0
FREP-341609-Z,2022-11-20,0
FREP-341658-Z,2022-11-20,0
FREP-341651-Z,2022-11-20,0
FREP-341700-Z,2022-11-21,2
FREP-341955-Z,2022-11-28,3
FREP-341846-Z,2022-11-21,2
FREP-341902-Z,2022-11-22,3
FREP-341903-Z,2022-11-21,2
FREP-342359-Z,2022-11-23,2
FREP-342111-Z,2022-12-20,1
FREP-342145-Z,2022-11-22,3
FREP-342139-Z,2022-11-22,3
FREP-368088-Z,2023-04-10,3
FREP-368094-Z,2023-04-10,3
FREP-368184-Z,2023-04-10,3
FREP-368114-Z,2023-04-10,3
FREP-368190-Z,2023-04-10,3
FREP-368721-Z,2023-04-13,0
FREP-368465-Z,2023-04-12,2
FREP-368682-Z,2023-05-15,4
FREP-368633-Z,2023-04-28,0
FREP-369074-Z,2023-04-14,4
FREP-368381-Z,2023-04-11,2
FREP-369131-Z,2023-04-15,1
FREP-368462-Z,2023-04-12,2
FREP-368421-Z,2023-04-12,2
FREP-368734-Z,2023-04-13,0
FREP-368453-Z,2023-04-12,2
FREP-368797-Z,2023-04-13,0
FREP-368837-Z,2023-04-13,0
FREP-369029-Z,2023-04-26,3
FREP-369079-Z,2023-04-14,4
FREP-369113-Z,2023-04-15,1
FREP-369118-Z,2023-04-15,1
FREP-369221-Z,2023-04-15,1
FREP-370175-Z,2023-04-21,0
FREP-369750-Z,2023-04-19,1
FREP-369632-Z,2023-04-18,4
FREP-369900-Z,2023-04-19,1
FREP-370134-Z,2023-04-23,2
FREP-370148-Z,2023-04-21,0
FREP-370296-Z,2023-04-22,1
FREP-370334-Z,2023-04-22,1
FREP-369315-Z,2023-04-17,1
FREP-369916-Z,2023-04-19,1
FREP-369764-Z,2023-04-19,1
FREP-369660-Z,2023-04-18,4
FREP-369678-Z,2023-04-18,4
FREP-370131-Z,2023-04-21,0
FREP-369971-Z,2023-04-20,4
FREP-370129-Z,2023-04-21,0
FREP-370354-Z,2023-04-22,1
FREP-370892-Z,2023-04-27,3
FREP-371051-Z,2023-04-28,0
FREP-371098-Z,2023-04-28,0
FREP-370915-Z,2023-04-27,3
FREP-371015-Z,2023-04-27,3
FREP-371229-Z,2023-04-29,1
FREP-370400-Z,2023-04-23,2
FREP-370432-Z,2023-04-23,2
FREP-370469-Z,2023-04-25,0
FREP-371307-Z,2023-04-30,4
FREP-370900-Z,2023-04-27,3
FREP-371230-Z,2023-04-29,1
FREP-371057-Z,2023-04-27,3
FREP-371176-Z,2023-05-04,1
FREP-371361-Z,2023-04-30,4
FREP-372037-Z,2023-05-05,2
FREP-371502-Z,2023-05-02,4
FREP-371963-Z,2023-05-04,1
FREP-372267-Z,2023-05-11,0
FREP-375891-Z,2023-05-27,4
FREP-375801-Z,2023-05-26,3
FREP-375405-Z,2023-05-24,4
FREP-375473-Z,2023-05-24,4
FREP-375523-Z,2023-05-25,1
FREP-376147-Z,2023-05-29,0
FREP-377019-Z,2023-06-05,4
FREP-376188-Z,2023-05-30,0
FREP-376327-Z,2023-05-30,0
FREP-376859-Z,2023-06-03,1
FREP-376317-Z,2023-05-30,0
FREP-376656-Z,2023-06-01,1
FREP-376944-Z,2023-06-04,4
FREP-376946-Z,2023-06-04,4
FREP-377156-Z,2023-06-05,4
FREP-377022-Z,2023-06-05,4
FREP-376463-Z,2023-05-31,0
FREP-376844-Z,2023-06-05,4
FREP-377083-Z,2023-06-05,4
FREP-377017-Z,2023-06-05,4
FREP-377170-Z,2023-06-05,4
FREP-377978-Z,2023-06-09,0
FREP-377793-Z,2023-06-08,1
FREP-377643-Z,2023-06-09,0
FREP-378172-Z,2023-06-11,1
FREP-378106-Z,2023-06-11,1
FREP-377904-Z,2023-06-09,0
FREP-377973-Z,2023-06-09,0
FREP-378179-Z,2023-06-11,1
FREP-377505-Z,2023-06-07,0
FREP-377613-Z,2023-06-08,1
FREP-377637-Z,2023-06-08,1
FREP-377666-Z,2023-06-08,1
FREP-377766-Z,2023-06-09,0
FREP-378157-Z,2023-06-11,1
FREP-378221-Z,2023-06-11,1
FREP-378249-Z,2023-06-12,0
FREP-378671-Z,2023-06-13,1
FREP-378706-Z,2023-06-14,2
FREP-378262-Z,2023-06-12,0
FREP-378470-Z,2023-06-12,0
FREP-378405-Z,2023-06-12,0
FREP-378889-Z,2023-06-14,2
FREP-378724-Z,2023-06-13,1
FREP-378933-Z,2023-06-14,2
FREP-378225-Z,2023-06-11,1
FREP-382069-Z,2023-06-29,4
FREP-382870-Z,2023-07-03,0
FREP-382091-Z,2023-06-29,4
FREP-382100-Z,2023-06-29,4
FREP-382508-Z,2023-07-01,2
FREP-382203-Z,2023-07-05,0
FREP-382405-Z,2023-07-01,2
FREP-382456-Z,2023-06-30,1
FREP-382694-Z,2023-07-02,2
FREP-382846-Z,2023-07-03,0
FREP-382046-Z,2023-06-29,4
FREP-382056-Z,2023-06-29,4
FREP-382064-Z,2023-06-29,4
FREP-382066-Z,2023-06-29,4
FREP-382332-Z,2023-06-30,1
FREP-382606-Z,2023-07-01,2
FREP-382773-Z,2023-07-03,0
FREP-342887-Z,2022-11-26,3
FREP-343029-Z,2022-11-27,1
FREP-342928-Z,2022-11-26,3
FREP-342959-Z,2022-11-26,3
FREP-342999-Z,2022-11-27,1
FREP-343047-Z,2022-11-27,1
FREP-343076-Z,2022-11-28,3
FREP-343384-Z,2022-11-29,1
FREP-343337-Z,2022-11-29,1
FREP-343380-Z,2022-11-29,1
FREP-343469-Z,2022-11-29,1
FREP-343485-Z,2022-11-29,1
FREP-353054-Z,2023-01-16,0
FREP-353114-Z,2023-01-16,0
FREP-353165-Z,2023-01-16,0
FREP-353390-Z,2023-01-17,1
FREP-353193-Z,2023-01-16,0
FREP-353428-Z,2023-01-17,1
FREP-353473-Z,2023-01-17,1
FREP-353489-Z,2023-01-18,4
FREP-353748-Z,2023-01-19,1
FREP-353593-Z,2023-01-18,4
FREP-353518-Z,2023-03-17,2
FREP-353816-Z,2023-01-19,1
FREP-351617-Z,2023-01-09,2
FREP-351739-Z,2023-01-10,3
FREP-351745-Z,2023-01-10,3
FREP-351776-Z,2023-01-10,3
FREP-351895-Z,2023-01-10,3
FREP-352133-Z,2023-01-12,0
FREP-352172-Z,2023-01-12,0
FREP-352345-Z,2023-01-12,0
FREP-352168-Z,2023-01-12,0
FREP-352209-Z,2023-01-12,0
FREP-352382-Z,2023-01-13,0
FREP-350589-Z,2023-01-04,4
FREP-350749-Z,2023-01-04,4
FREP-350761-Z,2023-01-04,4
FREP-350154-Z,2023-01-01,0
FREP-350387-Z,2023-01-03,0
FREP-350309-Z,2023-01-03,0
FREP-350336-Z,2023-01-11,0
FREP-350521-Z,2023-01-03,0
FREP-350555-Z,2023-01-04,4
FREP-350161-Z,2023-01-01,0
FREP-350323-Z,2023-01-03,0
FREP-350186-Z,2023-01-02,1
FREP-350192-Z,2023-01-02,1
FREP-350221-Z,2023-01-02,1
FREP-350229-Z,2023-01-02,1
FREP-350231-Z,2023-01-02,1
FREP-350269-Z,2023-01-02,1
FREP-350261-Z,2023-01-02,1
FREP-350287-Z,2023-01-02,1
FREP-350313-Z,2023-01-03,0
FREP-350470-Z,2023-01-03,0
FREP-268558-J,2021-10-27,3
FREP-268552-Z,2022-10-09,4
FREP-268741-J,2021-07-21,3
FREP-268574-G,2022-02-19,1
FREP-268711-G,2022-02-19,1
FREP-268609-J,2021-10-17,4
FREP-268844-J,2021-07-22,3
FREP-268611-Z,2021-11-07,3
FREP-268778-G,2022-02-21,3
FREP-268731-J,2021-07-21,3
FREP-268744-G,2022-02-19,1
FREP-268772-G,2022-02-19,1
FREP-268774-G,2022-02-19,1
FREP-268776-G,2022-02-19,1
FREP-268833-G,2022-02-19,1
FREP-268553-G,2022-02-19,1
FREP-268571-Z,2021-11-06,4
FREP-268594-G,2022-02-19,1
FREP-268612-G,2022-02-20,3
FREP-268620-Z,2021-11-08,3
FREP-268647-Z,2021-11-08,3
FREP-268787-G,2022-02-20,3
FREP-268693-G,2022-02-21,3
FREP-268852-G,2022-02-19,1
FREP-268700-J,2021-07-20,4
FREP-268728-Z,2021-11-08,3
FREP-268751-Z,2021-11-08,3
FREP-268810-G,2022-02-20,3
FREP-268833-J,2021-07-22,3
FREP-268841-J,2021-07-22,3
FREP-269035-G,2022-02-18,0
FREP-269033-J,2021-07-26,4
FREP-269155-J,2021-07-26,4
FREP-268894-G,2022-02-20,3
FREP-269026-J,2021-07-25,0
FREP-269116-G,2022-02-19,1
FREP-269117-J,2021-07-25,0
FREP-268931-G,2022-02-20,3
FREP-269014-G,2022-02-20,3
FREP-268947-G,2022-02-20,3
FREP-268965-J,2021-07-24,4
FREP-268974-J,2021-07-24,4
FREP-269197-J,2021-11-16,0
FREP-268977-Z,2021-11-09,4
FREP-268978-G,2022-02-18,0
FREP-269040-G,2022-02-20,3
FREP-269018-G,2022-02-20,3
FREP-269027-J,2021-07-25,0
FREP-269083-J,2021-07-25,0
FREP-269125-G,2022-02-24,1
FREP-269167-G,2022-02-20,3
FREP-268917-J,2021-07-23,0
FREP-268965-Z,2021-11-11,0
FREP-269011-Z,2021-11-10,2
FREP-269028-G,2022-02-22,1
FREP-269164-J,2021-07-25,0
FREP-269206-J,2021-07-26,4
FREP-269117-G,2022-02-19,1
FREP-269102-Z,2021-11-10,2
FREP-269174-Z,2021-11-11,0
FREP-269183-Z,2021-11-15,1
FREP-269203-Z,2021-11-11,0
FREP-269367-J,2021-07-27,3
FREP-269349-J,2021-07-26,4
FREP-269237-Z,2021-11-11,0
FREP-269585-Z,2021-11-13,4
FREP-269240-G,2022-02-20,3
FREP-269244-G,2022-02-20,3
FREP-269258-G,2022-02-26,3
FREP-269467-G,2022-02-22,1
FREP-269388-J,2022-07-29,2
FREP-269274-G,2022-02-21,3
FREP-269298-G,2022-02-20,3
FREP-269386-G,2022-03-08,4
FREP-269412-G,2022-02-22,1
FREP-269476-Z,2021-11-12,2
FREP-269519-J,2021-07-28,0
FREP-269545-G,2022-02-21,3
FREP-269364-Z,2021-11-12,2
FREP-269263-Z,2021-11-11,0
FREP-269293-G,2022-02-20,3
FREP-269462-G,2022-02-21,3
FREP-269433-Z,2021-11-12,2
FREP-269320-G,2022-02-20,3
FREP-269328-G,2022-02-21,3
FREP-269348-Z,2021-11-11,0
FREP-269366-G,2022-02-21,3
FREP-269368-J,2021-07-28,0
FREP-269369-Z,2021-11-12,2
FREP-269417-Z,2021-11-12,2
FREP-269560-J,2021-07-29,1
FREP-269463-J,2021-07-28,0
FREP-269467-J,2021-07-28,0
FREP-269524-Z,2021-11-13,4
FREP-269589-J,2021-07-29,1
FREP-269895-J,2021-08-03,3
FREP-269678-G,2022-02-21,3
FREP-269600-Z,2021-11-14,3
FREP-269604-J,2021-07-29,1
FREP-269751-J,2021-07-31,3
FREP-269815-J,2021-08-02,3
FREP-269626-Z,2021-11-14,3
FREP-269659-G,2022-02-21,3
FREP-269697-G,2022-02-25,2
FREP-269825-G,2022-02-21,3
FREP-269862-G,2022-02-21,3
FREP-269720-G,2022-02-21,3
FREP-269835-J,2021-08-02,3
FREP-269732-J,2023-04-24,4
FREP-269735-J,2021-07-31,3
FREP-269751-G,2022-02-21,3
FREP-269778-J,2021-08-01,4
FREP-269779-J,2021-08-01,4
FREP-269879-Z,2021-11-17,1
FREP-269598-Z,2021-11-13,4
FREP-269612-Z,2021-11-14,3
FREP-269617-J,2021-07-29,1
FREP-269757-J,2021-07-31,3
FREP-269631-G,2022-02-18,0
FREP-269632-G,2022-02-21,3
FREP-269662-G,2022-02-21,3
FREP-269678-Z,2021-11-15,1
FREP-269681-G,2022-02-21,3
FREP-269686-G,2022-02-21,3
FREP-269769-G,2022-02-21,3
FREP-269861-Z,2021-11-15,1
FREP-269877-Z,2021-11-16,0
FREP-269884-G,2022-02-20,3
FREP-269906-G,2022-02-22,1
FREP-269911-G,2022-02-22,1
FREP-269980-G,2022-02-22,1
FREP-269919-Z,2021-11-16,0
FREP-269926-G,2022-02-22,1
FREP-269939-J,2021-10-01,2
FREP-269964-G,2022-02-22,1
FREP-269965-G,2022-02-18,0
FREP-270154-G,2022-02-27,2
FREP-270170-J,2021-08-05,4
FREP-270069-J,2021-08-04,4
FREP-270071-G,2022-02-22,1
FREP-270153-G,2022-02-22,1
FREP-270276-G,2022-02-23,1
FREP-269918-G,2022-02-20,3
FREP-270248-J,2021-08-06,2
FREP-269967-G,2022-02-22,1
FREP-270009-G,2022-02-22,1
FREP-270270-G,2022-02-22,1
FREP-270031-Z,2021-11-16,0
FREP-270104-G,2022-02-22,1
FREP-270129-G,2022-02-22,1
FREP-270161-G,2022-02-22,1
FREP-270249-J,2021-08-07,4
FREP-270223-G,2022-02-21,3
FREP-270224-G,2022-02-22,1
FREP-270352-J,2021-09-20,1
FREP-270497-G,2022-02-23,1
FREP-270376-J,2021-08-08,3
FREP-270364-Z,2021-11-20,4
FREP-270506-Z,2021-11-20,4
FREP-270469-G,2022-02-18,0
FREP-270339-J,2021-08-08,3
FREP-270342-Z,2021-11-18,4
FREP-270502-Z,2021-11-20,4
FREP-270405-Z,2021-11-19,3
FREP-270522-Z,2021-11-21,0
FREP-270553-Z,2021-11-21,0
FREP-270556-Z,2021-11-21,0
FREP-270580-Z,2021-11-21,0
FREP-270623-J,2021-08-11,3
FREP-270647-J,2021-08-11,3
FREP-270654-G,2022-02-24,1
FREP-270859-G,2022-02-24,1
FREP-270669-J,2021-08-11,3
FREP-271008-J,2021-08-16,0
FREP-270705-G,2022-02-24,1
FREP-270803-Z,2021-11-23,1
FREP-270927-J,2021-08-14,0
FREP-270616-Z,2021-11-22,1
FREP-270646-J,2021-08-11,3
FREP-270912-G,2022-02-24,1
FREP-270842-G,2022-02-24,1
FREP-271027-G,2022-02-25,2
FREP-271028-J,2021-08-26,0
FREP-271107-G,2022-02-25,2
FREP-271237-J,2021-08-19,3
FREP-271318-J,2021-08-20,3
FREP-271336-Z,2021-11-25,1
FREP-271049-G,2022-02-27,2
FREP-271131-G,2022-02-25,2
FREP-271216-Z,2021-11-25,1
FREP-271233-J,2021-08-19,3
FREP-271227-G,2022-06-24,0
FREP-271272-J,2021-08-19,3
FREP-271384-G,2022-02-28,1
FREP-271612-J,2021-08-25,2
FREP-271463-J,2021-08-22,3
FREP-271548-G,2022-02-28,1
FREP-271546-Z,2021-11-27,3
FREP-271576-G,2022-03-01,1
FREP-271554-G,2022-02-28,1
FREP-271557-Z,2021-11-27,3
FREP-271611-Z,2021-11-27,3
FREP-271645-Z,2021-11-27,3
FREP-271660-G,2022-03-01,1
FREP-271667-J,2021-08-26,0
FREP-271684-J,2022-05-19,2
FREP-271691-Z,2021-11-27,3
FREP-271608-J,2021-08-24,3
FREP-271473-Z,2021-11-26,3
FREP-271520-J,2021-08-23,4
FREP-271536-Z,2021-11-27,3
FREP-271542-Z,2021-11-27,3
FREP-271572-G,2022-03-01,1
FREP-271589-Z,2021-11-27,3
FREP-271702-Z,2021-11-27,3
FREP-271713-Z,2021-11-27,3
FREP-271724-Z,2021-11-28,0
FREP-272037-J,2021-09-01,0
FREP-272048-G,2022-03-04,2
FREP-271802-Z,2021-11-28,0
FREP-271885-J,2021-08-29,0
FREP-271745-Z,2021-11-27,3
FREP-271761-Z,2021-11-28,0
FREP-271769-Z,2021-11-28,0
FREP-271774-G,2022-03-01,1
FREP-271791-G,2022-03-02,1
FREP-271908-G,2022-03-02,1
FREP-271792-Z,2021-11-28,0
FREP-271926-G,2022-03-02,1
FREP-272017-J,2021-09-01,0
FREP-271915-J,2021-08-30,0
FREP-273621-G,2022-04-11,1
FREP-273466-J,2021-09-22,4
FREP-275454-Z,2021-12-19,0
FREP-308273-Z,2022-06-07,0
FREP-308206-J,2023-01-19,1
FREP-308058-J,2023-01-18,4
FREP-308060-G,2023-01-28,3
FREP-308168-G,2023-01-30,4
FREP-308184-Z,2022-06-06,4
FREP-308280-J,2023-01-20,4
FREP-308060-Z,2022-06-06,4
FREP-308345-G,2023-01-31,3
FREP-308361-Z,2022-06-10,0
FREP-308411-J,2023-01-22,0
FREP-308732-J,2023-01-25,1
FREP-308791-Z,2022-06-09,0
FREP-308456-G,2023-02-01,2
FREP-308509-G,2023-02-01,2
FREP-308703-Z,2022-06-08,2
FREP-308562-J,2023-01-23,4
FREP-308662-Z,2022-06-08,2
FREP-308830-G,2023-02-05,1
FREP-308830-J,2023-01-26,0
FREP-308840-G,2023-02-05,1
FREP-308991-G,2023-02-07,1
FREP-309155-G,2023-02-08,2
FREP-308836-G,2023-02-07,1
FREP-309008-G,2023-02-07,1
FREP-308884-G,2023-02-05,1
FREP-308968-J,2023-01-27,1
FREP-308993-Z,2022-06-10,0
FREP-309095-G,2023-02-08,2
FREP-309284-J,2023-01-30,4
FREP-309304-J,2023-01-31,3
FREP-309345-J,2023-01-31,3
FREP-309396-G,2023-02-11,2
FREP-309512-J,2023-02-02,4
FREP-309514-J,2023-02-02,4
FREP-309205-Z,2022-06-11,1
FREP-309228-Z,2022-06-11,1
FREP-309247-Z,2022-06-11,1
FREP-309294-J,2023-01-31,3
FREP-309302-Z,2022-06-12,3
FREP-309331-J,2023-01-31,3
FREP-309392-Z,2023-01-26,0
FREP-309492-G,2023-02-12,3
FREP-309383-Z,2022-06-12,3
FREP-309391-J,2023-02-01,2
FREP-309407-Z,2022-06-13,3
FREP-309409-Z,2022-06-13,3
FREP-309418-Z,2022-06-13,3
FREP-309825-G,2023-02-15,0
FREP-309869-J,2023-02-07,1
FREP-309823-Z,2022-06-14,4
FREP-309689-J,2023-02-27,4
FREP-309709-J,2023-02-03,1
FREP-309852-J,2023-02-06,3
FREP-309753-G,2023-02-16,4
FREP-309791-J,2023-02-05,1
FREP-309793-J,2023-02-05,1
FREP-309812-G,2023-02-14,4
FREP-309823-G,2023-02-15,0
FREP-309835-Z,2022-06-15,0
FREP-309860-G,2023-02-15,0
FREP-310080-J,2023-02-08,2
FREP-310295-J,2023-02-11,2
FREP-310031-Z,2022-06-15,0
FREP-310101-J,2023-02-09,2
FREP-310229-G,2023-02-18,1
FREP-310259-G,2023-02-19,4
FREP-310277-G,2023-02-19,4
FREP-309977-G,2023-02-16,4
FREP-309988-Z,2022-06-15,0
FREP-310277-Z,2022-06-17,3
FREP-310054-G,2023-02-16,4
FREP-310105-G,2023-02-17,2
FREP-310109-G,2023-02-17,2
FREP-310181-Z,2022-06-16,4
FREP-310222-Z,2022-06-16,4
FREP-310213-Z,2022-06-16,4
FREP-310233-Z,2022-06-16,4
FREP-310268-G,2023-02-18,1
FREP-310330-J,2023-09-07,1
FREP-310398-J,2023-02-13,0
FREP-310426-J,2023-02-13,0
FREP-310464-J,2023-02-14,4
FREP-310456-J,2023-02-13,0
FREP-310472-J,2023-02-13,0
FREP-310479-Z,2022-06-17,3
FREP-310511-Z,2022-06-17,3
FREP-310540-Z,2022-06-18,2
FREP-310620-Z,2022-06-18,2
FREP-310375-J,2023-02-12,3
FREP-310475-J,2023-02-13,0
FREP-310337-Z,2022-06-17,3
FREP-310396-Z,2022-06-17,3
FREP-310357-J,2023-02-12,3
FREP-310460-J,2023-02-13,0
FREP-310364-Z,2022-06-17,3
FREP-310386-Z,2022-06-17,3
FREP-310419-Z,2022-06-17,3
FREP-310435-Z,2022-06-17,3
FREP-310593-G,2023-02-22,2
FREP-310443-G,2023-02-21,0
FREP-310444-J,2023-02-13,0
