Incident Reference,date,fold
FREP-314211-Z,2022-07-07,1
FREP-314275-G,2023-03-31,1
FREP-315001-Z,2022-07-11,0
FREP-314896-Z,2022-07-11,0
FREP-314793-Z,2022-07-10,1
FREP-314837-Z,2022-05-27,4
FREP-315008-Z,2022-07-11,0
FREP-314941-Z,2022-07-11,0
FREP-314948-G,2023-04-06,4
FREP-315029-Z,2022-07-11,0
FREP-315070-Z,2022-07-11,0
FREP-315242-G,2023-04-11,4
FREP-315455-G,2023-04-12,4
FREP-316295-Z,2022-07-18,2
FREP-316372-Z,2022-07-18,2
FREP-316483-Z,2022-07-18,2
FREP-316886-Z,2022-07-19,4
FREP-316653-Z,2022-07-19,4
FREP-316810-Z,2022-07-19,4
FREP-316997-Z,2022-07-20,3
FREP-317051-Z,2022-07-20,3
FREP-317158-Z,2022-07-20,3
FREP-317181-Z,2022-07-20,3
FREP-317419-Z,2022-07-21,1
FREP-317821-Z,2022-07-24,4
FREP-317859-G,2023-05-08,3
FREP-318040-Z,2022-07-25,2
FREP-318208-Z,2022-07-26,3
FREP-318351-G,2023-05-13,0
FREP-318279-G,2023-05-11,2
FREP-318800-G,2023-05-18,2
FREP-318813-Z,2022-07-19,4
FREP-319169-Z,2022-07-31,4
FREP-319176-Z,2022-07-31,4
FREP-319179-Z,2022-07-31,4
FREP-319245-Z,2022-07-31,4
FREP-319706-Z,2022-08-02,4
FREP-320166-Z,2022-08-05,2
FREP-302242-G,2022-12-17,0
FREP-302375-G,2022-12-18,3
FREP-302708-G,2022-12-19,4
FREP-302781-G,2022-12-20,0
FREP-302742-G,2022-12-19,4
FREP-302612-G,2022-12-19,4
FREP-302618-G,2022-12-19,4
FREP-302793-Z,2022-05-04,0
FREP-303015-G,2022-12-21,0
FREP-303101-G,2022-12-21,0
FREP-303707-G,2022-12-28,2
FREP-304219-G,2022-12-31,1
FREP-304261-G,2022-12-31,1
FREP-304003-Z,2022-05-11,3
FREP-304374-G,2023-01-02,0
FREP-304433-Z,2022-05-14,2
FREP-304664-G,2023-01-04,2
FREP-305238-G,2023-01-08,0
FREP-305775-Z,2022-05-20,3
FREP-305676-G,2023-01-11,1
FREP-305913-Z,2022-05-22,3
FREP-285404-Z,2022-02-16,2
FREP-285538-Z,2022-02-16,2
FREP-285324-G,2022-07-19,4
FREP-285361-Z,2022-02-16,2
FREP-285352-Z,2022-02-16,2
FREP-285386-G,2022-07-19,4
FREP-285498-Z,2022-02-16,2
FREP-285650-G,2022-07-21,1
FREP-285664-Z,2022-02-17,4
FREP-286103-Z,2022-02-18,0
FREP-286123-Z,2022-02-18,0
FREP-286144-Z,2022-02-18,0
FREP-286117-Z,2022-02-18,0
FREP-285990-Z,2022-02-18,0
FREP-286187-Z,2022-02-18,0
FREP-286184-Z,2022-02-18,0
FREP-286309-Z,2022-02-18,0
FREP-286333-Z,2022-02-18,0
FREP-286341-Z,2022-02-18,0
FREP-286339-Z,2022-02-18,0
FREP-286440-Z,2022-02-18,0
FREP-286402-Z,2022-02-18,0
FREP-286481-Z,2022-02-22,1
FREP-286519-Z,2022-02-18,0
FREP-286520-Z,2022-02-20,2
FREP-286601-Z,2022-02-18,0
FREP-286610-Z,2022-02-18,0
FREP-286625-Z,2022-02-18,0
FREP-286574-Z,2022-02-18,0
FREP-286700-Z,2022-02-19,1
FREP-286663-Z,2022-02-18,0
FREP-286690-Z,2022-02-18,0
FREP-286692-Z,2022-02-18,0
FREP-286764-Z,2022-02-18,0
FREP-286813-Z,2022-02-22,1
FREP-286906-Z,2022-02-19,1
FREP-286928-Z,2022-02-19,1
FREP-286766-Z,2022-02-21,4
FREP-286745-Z,2022-02-18,0
FREP-286759-Z,2022-02-18,0
FREP-286832-Z,2022-02-18,0
FREP-286842-Z,2022-02-18,0
FREP-286904-Z,2022-02-18,0
FREP-286915-Z,2022-02-18,0
FREP-286920-Z,2022-02-22,1
FREP-286934-Z,2022-02-23,1
FREP-286978-Z,2022-02-18,0
FREP-287127-Z,2022-02-18,0
FREP-287056-Z,2022-02-18,0
FREP-287153-Z,2022-02-20,2
FREP-287181-Z,2022-02-18,0
FREP-286943-Z,2022-02-18,0
FREP-287122-Z,2022-02-18,0
FREP-286983-Z,2022-02-18,0
FREP-287005-Z,2022-02-18,0
FREP-287165-Z,2022-02-18,0
FREP-287018-Z,2022-02-18,0
FREP-287021-Z,2022-02-18,0
FREP-287066-Z,2022-02-20,2
FREP-287141-Z,2022-02-18,0
FREP-287147-Z,2022-02-18,0
FREP-287204-Z,2022-02-18,0
FREP-287245-Z,2022-02-22,1
FREP-287385-Z,2022-02-18,0
FREP-287418-Z,2022-02-19,1
FREP-287248-Z,2022-02-18,0
FREP-287270-Z,2022-02-18,0
FREP-287279-Z,2022-02-19,1
FREP-287451-Z,2022-02-18,0
FREP-287488-Z,2022-02-18,0
FREP-287492-Z,2022-02-18,0
FREP-287688-Z,2022-02-20,2
FREP-287715-Z,2022-02-19,1
FREP-287532-Z,2022-02-18,0
FREP-287750-G,2022-08-12,3
FREP-295257-Z,2022-03-19,1
FREP-295297-G,2022-10-23,2
FREP-295305-G,2022-10-23,2
FREP-295600-J,2022-08-25,1
FREP-295325-G,2022-10-23,2
FREP-295376-G,2022-10-24,1
FREP-295338-Z,2022-02-18,0
FREP-295365-G,2022-10-23,2
FREP-295381-G,2022-10-24,1
FREP-295796-G,2022-10-27,3
FREP-295899-Z,2022-03-23,2
FREP-296310-G,2022-11-01,1
FREP-296318-G,2022-11-01,1
FREP-296320-G,2022-11-01,1
FREP-296112-G,2022-10-30,0
FREP-296306-G,2022-11-01,1
FREP-296331-G,2022-11-01,1
FREP-296348-G,2022-11-01,1
FREP-296357-G,2022-11-01,1
FREP-296368-G,2022-11-01,1
FREP-296413-G,2022-11-01,1
FREP-296351-G,2022-11-01,1
FREP-296358-G,2022-11-01,1
FREP-296462-Z,2022-02-18,0
FREP-296489-G,2022-11-01,1
FREP-296700-G,2022-11-02,1
FREP-296889-G,2022-11-03,2
FREP-296928-Z,2022-03-29,2
FREP-297189-G,2022-11-06,1
FREP-298400-G,2022-11-16,2
FREP-298315-G,2022-11-15,3
FREP-298700-Z,2022-04-07,3
FREP-298714-Z,2022-04-07,3
FREP-299061-G,2022-11-21,0
FREP-299679-G,2022-11-26,2
FREP-300967-Z,2022-04-22,1
FREP-301429-G,2022-12-11,4
FREP-301849-G,2022-12-14,1
FREP-268602-Z,2021-11-07,3
FREP-268647-G,2022-02-19,1
FREP-268788-G,2022-02-20,2
FREP-268707-G,2022-02-19,1
FREP-268728-G,2022-02-20,2
FREP-268752-G,2022-02-19,1
FREP-269108-G,2022-02-19,1
FREP-268935-G,2022-02-20,2
FREP-269077-G,2022-02-20,2
FREP-269200-J,2021-07-26,1
FREP-269189-J,2021-07-25,3
FREP-269247-G,2022-02-20,2
FREP-269336-G,2022-02-21,4
FREP-269459-G,2022-02-21,4
FREP-269300-G,2022-02-20,2
FREP-269382-G,2022-02-23,1
FREP-269317-G,2022-02-21,4
FREP-269575-G,2022-02-21,4
FREP-269493-G,2022-02-21,4
FREP-269272-G,2022-02-20,2
FREP-269304-G,2022-02-20,2
FREP-269342-G,2022-02-21,4
FREP-269391-G,2022-03-29,2
FREP-269516-G,2022-02-21,4
FREP-269535-Z,2021-11-13,0
FREP-269565-G,2022-02-22,1
FREP-269774-G,2022-02-21,4
FREP-269602-G,2022-02-23,1
FREP-269673-G,2022-02-21,4
FREP-269870-G,2022-02-21,4
FREP-269878-G,2022-02-22,1
FREP-269708-G,2022-02-21,4
FREP-269619-Z,2021-11-14,4
FREP-269750-G,2022-02-28,4
FREP-269966-G,2022-02-22,1
FREP-270021-G,2022-02-22,1
FREP-270262-G,2022-02-21,4
FREP-270018-G,2022-02-21,4
FREP-272758-G,2022-02-19,1
FREP-272883-Z,2021-12-03,4
FREP-272910-G,2022-03-11,4
FREP-272955-Z,2021-12-04,4
FREP-273055-Z,2021-12-05,0
FREP-273105-G,2022-03-13,4
FREP-273121-Z,2021-12-05,0
FREP-273173-Z,2021-12-06,3
FREP-273506-Z,2021-12-07,1
FREP-273537-Z,2021-12-07,1
FREP-273631-G,2022-03-18,3
FREP-273530-Z,2021-12-07,1
FREP-273565-Z,2021-12-07,1
FREP-273630-Z,2021-12-07,1
FREP-273646-Z,2021-12-07,1
FREP-273767-Z,2021-12-10,4
FREP-293479-G,2022-10-05,4
FREP-293571-Z,2022-03-09,0
FREP-293653-Z,2022-02-19,1
FREP-293849-G,2022-10-10,0
FREP-294029-Z,2022-02-18,0
FREP-294231-G,2022-10-13,3
FREP-288082-G,2022-08-16,4
FREP-288102-Z,2022-02-19,1
FREP-288248-Z,2022-02-19,1
FREP-288110-Z,2022-02-19,1
FREP-288224-Z,2022-02-19,1
FREP-288213-Z,2022-02-20,2
FREP-288310-Z,2022-02-19,1
FREP-288549-Z,2022-02-20,2
FREP-288583-G,2022-08-20,0
FREP-289003-G,2022-08-24,3
FREP-289670-Z,2022-02-21,4
FREP-289420-Z,2022-02-24,3
FREP-289726-Z,2022-02-21,4
FREP-289828-Z,2022-02-23,1
FREP-289759-Z,2022-02-18,0
FREP-289871-Z,2022-02-19,1
FREP-289907-Z,2022-02-22,1
FREP-290055-G,2022-09-05,3
FREP-290059-G,2022-09-05,3
FREP-290063-Z,2022-02-22,1
FREP-290084-Z,2022-02-23,1
FREP-290191-G,2022-09-05,3
FREP-290632-Z,2022-02-23,1
FREP-290703-Z,2022-02-24,3
FREP-290790-Z,2022-02-24,3
FREP-290815-Z,2022-02-24,3
FREP-290894-Z,2022-02-24,3
FREP-281308-G,2022-06-08,3
FREP-281801-Z,2022-01-29,4
FREP-281833-Z,2022-01-29,4
FREP-282065-Z,2022-01-31,4
FREP-282070-Z,2022-01-31,4
FREP-282075-Z,2022-01-31,4
FREP-282099-Z,2022-01-31,4
FREP-282104-Z,2022-01-31,4
FREP-282216-G,2022-06-18,3
FREP-291203-G,2022-09-14,0
FREP-279964-G,2022-05-24,0
FREP-256682-G,2021-10-20,3
FREP-256904-G,2021-10-31,1
FREP-262417-Z,2021-09-29,4
FREP-262709-Z,2021-10-01,4
FREP-262970-Z,2021-10-02,3
FREP-265613-Z,2021-10-20,3
FREP-275531-G,2022-04-07,3
FREP-276364-G,2022-04-16,4
FREP-276241-G,2022-02-20,2
FREP-276317-Z,2021-12-25,2
FREP-276636-Z,2021-12-29,1
FREP-278065-G,2022-05-06,3
FREP-278166-G,2022-05-08,0
FREP-268485-G,2022-02-19,1
FREP-268529-G,2022-02-22,1
FREP-268531-G,2022-02-19,1
FREP-266864-G,2022-02-18,0
FREP-266868-G,2022-02-18,0
FREP-267003-G,2022-02-18,0
FREP-267004-G,2022-02-18,0
FREP-266910-G,2022-02-18,0
FREP-266977-G,2022-02-18,0
FREP-266982-G,2022-02-18,0
FREP-266985-G,2022-02-18,0
FREP-266996-G,2022-02-18,0
FREP-267019-G,2022-02-18,0
FREP-267047-G,2022-02-18,0
FREP-267049-G,2022-02-18,0
FREP-267093-G,2022-02-18,0
FREP-267134-G,2022-02-18,0
FREP-267022-G,2022-02-18,0
FREP-267033-G,2022-02-18,0
FREP-267095-G,2022-02-18,0
FREP-266257-Z,2021-10-22,2
FREP-266688-G,2022-02-17,4
FREP-266630-G,2022-02-16,2
FREP-266837-G,2022-02-17,4
FREP-266675-G,2022-02-17,4
FREP-253395-G,2021-06-29,0
FREP-253176-G,2021-06-22,2
FREP-253184-G,2021-06-22,2
FREP-253401-Z,2021-08-04,1
FREP-253663-G,2021-07-06,2
FREP-254165-Z,2021-08-08,2
FREP-254464-G,2021-07-27,2
FREP-255008-G,2021-08-16,4
FREP-254856-G,2021-08-09,3
FREP-254978-G,2021-08-14,3
FREP-255551-G,2021-09-08,3
FREP-255603-Z,2021-08-16,4
FREP-251961-G,2021-06-03,1
FREP-252570-G,2021-06-13,2
FREP-252804-G,2021-06-16,2
FREP-252995-Z,2021-08-03,1
FREP-355454-Z,2023-01-27,3
FREP-355823-Z,2023-01-29,0
FREP-358003-Z,2023-02-09,4
FREP-359329-Z,2023-02-18,1
FREP-362668-Z,2023-03-10,2
FREP-363181-Z,2023-03-13,2
FREP-363760-Z,2023-03-14,0
FREP-363231-Z,2023-03-13,2
FREP-363264-Z,2023-03-13,2
FREP-363420-Z,2023-03-13,2
FREP-363436-Z,2023-03-13,2
FREP-363651-Z,2023-03-14,0
FREP-85975-V,2023-06-20,3
FREP-9457-O,2022-02-18,0
FREP-53495-C,2021-10-03,3
FREP-67775-V,2021-08-23,4
FREP-68580-V,2021-09-02,2
FREP-68371-C,2022-11-18,1
FREP-337759-Z,2022-11-02,1
FREP-337495-Z,2022-11-01,1
FREP-337818-Z,2022-11-02,1
FREP-338824-Z,2022-11-06,1
FREP-341880-Z,2022-11-21,0
FREP-341831-Z,2022-11-21,0
FREP-383006-Z,2023-07-03,1
FREP-383342-Z,2023-07-04,2
FREP-383281-Z,2023-07-04,2
FREP-383335-Z,2023-07-04,2
FREP-383391-Z,2023-07-05,4
FREP-383673-Z,2023-07-08,3
FREP-383718-Z,2023-07-04,2
FREP-384504-Z,2023-07-11,2
FREP-385504-Z,2023-07-15,3
FREP-385402-Z,2023-07-14,4
FREP-385578-Z,2023-07-15,3
FREP-386715-Z,2023-07-23,1
FREP-385823-Z,2023-07-16,1
FREP-385784-Z,2023-07-16,1
FREP-386607-Z,2023-07-22,2
FREP-386995-Z,2023-07-24,1
FREP-387078-Z,2023-07-24,1
FREP-387588-Z,2023-07-26,3
FREP-386849-Z,2023-07-24,1
FREP-387240-Z,2023-07-25,0
FREP-387360-Z,2023-07-26,3
FREP-387569-Z,2023-07-27,2
FREP-388417-Z,2023-07-31,1
FREP-389141-Z,2023-08-02,0
FREP-395583-Z,2023-09-03,1
FREP-395321-Z,2023-09-01,1
FREP-395392-Z,2023-09-02,1
FREP-396384-Z,2023-09-07,1
FREP-396385-Z,2023-09-07,1
FREP-396836-Z,2023-09-10,2
FREP-397467-Z,2023-09-13,4
FREP-398889-Z,2023-09-21,0
FREP-398405-Z,2023-09-17,0
FREP-364034-Z,2023-03-16,4
FREP-365242-Z,2023-03-22,0
FREP-365070-Z,2023-03-22,0
FREP-365527-Z,2023-03-23,4
FREP-366299-Z,2023-03-29,3
FREP-365814-Z,2023-03-26,3
FREP-342973-Z,2022-11-27,4
FREP-49708-C,2021-07-03,3
FREP-5015-I,2022-07-19,4
FREP-329732-G,2023-08-20,3
FREP-322145-G,2023-06-17,1
FREP-322248-Z,2022-08-17,4
FREP-322252-G,2023-06-18,4
FREP-330390-Z,2022-09-26,1
FREP-330415-Z,2022-09-26,1
FREP-321551-Z,2022-08-12,3
FREP-321566-G,2023-06-13,2
FREP-321647-Z,2022-08-13,0
FREP-321533-Z,2022-08-12,3
FREP-330944-Z,2022-09-29,2
FREP-322490-Z,2022-08-17,4
FREP-350574-Z,2023-01-04,2
FREP-77000-C,2023-07-12,4
FREP-76620-C,2023-07-06,4
FREP-77212-V,2022-03-04,0
FREP-77250-C,2023-07-15,3
FREP-77235-C,2023-07-15,3
FREP-77025-V,2022-02-18,0
FREP-77117-C,2023-07-14,4
FREP-77061-V,2022-02-19,1
FREP-77074-C,2023-07-13,1
FREP-77122-C,2023-07-14,4
FREP-77200-V,2022-02-23,1
FREP-77164-V,2022-02-20,2
FREP-77193-C,2023-07-15,3
FREP-77265-C,2023-07-15,3
FREP-77481-V,2022-02-26,0
FREP-78192-V,2022-04-04,1
FREP-78320-V,2022-04-07,3
FREP-79504-C,2023-09-19,4
FREP-79646-C,2023-09-20,3
FREP-79847-C,2023-09-20,3
FREP-79805-C,2023-09-21,0
FREP-79825-C,2023-09-20,3
FREP-10359-O,2022-05-19,3
FREP-11981-O,2022-11-02,1
FREP-13242-W,2021-06-16,2
FREP-13282-O,2023-03-01,3
FREP-14088-W,2022-02-18,0
FREP-14192-W,2022-02-20,2
FREP-14203-W,2022-02-21,4
FREP-14991-W,2022-11-24,2
FREP-14796-W,2022-11-01,1
FREP-15162-W,2023-01-19,4
FREP-19670-U,2022-02-18,0
FREP-19863-U,2022-03-11,4
FREP-19965-U,2022-03-22,4
FREP-19784-U,2022-02-23,1
FREP-21846-U,2023-07-15,3
FREP-21842-U,2023-07-14,4
FREP-21938-U,2023-07-16,1
FREP-234570-Z,2021-05-03,2
FREP-234573-Z,2021-05-04,1
FREP-234568-Z,2021-05-03,2
FREP-234521-Z,2021-05-03,2
FREP-234566-Z,2021-05-03,2
FREP-234675-Z,2021-05-04,1
FREP-234743-Z,2021-05-04,1
FREP-234625-Z,2021-05-04,1
FREP-234747-Z,2021-05-04,1
FREP-234809-Z,2021-05-04,1
FREP-234882-Z,2021-05-04,1
FREP-235186-Z,2021-05-06,3
FREP-235667-Z,2021-05-08,4
FREP-235833-Z,2021-05-09,0
FREP-237263-Z,2021-05-17,1
FREP-238390-Z,2021-05-21,3
FREP-238116-Z,2021-05-20,3
FREP-238098-Z,2021-05-20,3
FREP-238448-Z,2021-05-22,1
FREP-237747-Z,2021-05-19,4
FREP-238043-Z,2021-05-20,3
FREP-238108-Z,2021-05-20,3
FREP-238473-Z,2021-05-22,1
FREP-238304-Z,2021-05-21,3
FREP-238312-Z,2021-05-21,3
FREP-238350-Z,2021-05-21,3
FREP-238441-Z,2021-05-22,1
FREP-238946-Z,2021-05-25,3
FREP-240775-Z,2021-06-04,2
FREP-240947-Z,2021-06-05,1
FREP-247034-Z,2021-07-06,2
FREP-248973-Z,2021-07-15,1
FREP-248977-Z,2021-07-15,1
FREP-248994-Z,2021-07-15,1
FREP-251049-G,2021-05-21,3
FREP-251094-G,2021-05-21,3
FREP-251101-G,2021-05-21,3
FREP-251135-G,2021-05-21,3
FREP-253048-G,2021-06-19,4
FREP-253194-Z,2021-08-03,1
FREP-253280-G,2021-06-26,0
FREP-259598-G,2021-12-06,3
FREP-259852-G,2021-12-07,1
FREP-260826-Z,2021-09-17,3
FREP-262055-Z,2021-09-27,3
FREP-254382-G,2021-07-24,3
FREP-254787-G,2021-08-05,1
FREP-255196-G,2021-08-23,4
FREP-252027-G,2021-06-04,2
FREP-252364-G,2021-06-10,2
FREP-252495-G,2021-06-12,1
FREP-252518-Z,2021-07-31,4
FREP-252199-G,2021-06-07,1
FREP-252413-Z,2021-07-30,0
FREP-252461-Z,2021-07-30,0
FREP-251380-G,2021-05-25,3
FREP-251304-G,2021-05-24,3
FREP-256074-G,2021-10-02,3
FREP-255996-Z,2021-08-18,4
FREP-255813-G,2021-09-19,0
FREP-255955-Z,2021-08-17,0
FREP-255959-G,2021-09-27,3
FREP-57122-V,2021-04-15,0
FREP-59101-V,2021-05-13,2
FREP-59627-V,2021-05-20,3
FREP-59810-V,2021-05-22,1
FREP-60545-C,2022-02-16,2
FREP-60551-C,2022-02-16,2
FREP-60728-C,2022-02-20,2
FREP-60670-C,2022-03-07,2
FREP-60676-C,2022-02-18,0
FREP-60705-C,2022-02-20,2
FREP-60726-C,2022-02-18,0
FREP-60775-C,2022-02-18,0
FREP-60989-C,2022-02-20,2
FREP-60854-C,2022-02-19,1
FREP-60944-C,2022-03-02,2
FREP-60971-C,2022-02-20,2
FREP-61247-V,2021-06-14,0
FREP-60786-C,2022-02-18,0
FREP-60886-C,2022-02-19,1
FREP-61245-C,2022-02-25,3
FREP-61543-C,2022-02-18,0
FREP-61430-C,2022-03-03,3
FREP-62035-C,2022-02-19,1
FREP-62362-V,2021-06-24,1
FREP-62847-C,2022-04-11,0
FREP-62418-V,2021-06-25,2
FREP-62712-C,2022-04-07,3
FREP-62685-C,2022-04-07,3
FREP-62745-C,2022-04-07,3
FREP-62943-V,2021-07-01,2
FREP-63461-V,2021-07-06,2
FREP-64474-C,2022-06-11,3
FREP-64576-V,2021-07-19,4
FREP-6418-I,2023-02-23,0
FREP-64314-C,2022-06-06,0
FREP-64545-C,2022-06-16,1
FREP-64549-V,2021-07-19,4
FREP-65175-C,2022-07-13,3
FREP-65692-V,2021-07-30,0
FREP-65657-V,2021-07-30,0
FREP-65669-V,2021-07-30,0
FREP-66382-C,2022-09-06,3
FREP-66824-V,2021-08-11,2
FREP-67012-V,2021-08-13,4
FREP-68582-V,2021-09-02,2
FREP-68354-V,2021-08-30,4
FREP-383365-Z,2023-07-05,4
FREP-384496-Z,2023-07-11,2
FREP-384663-Z,2023-07-11,2
FREP-385620-Z,2023-07-15,3
FREP-385372-Z,2023-07-14,4
FREP-385422-Z,2023-07-14,4
FREP-385510-Z,2023-07-15,3
FREP-385580-Z,2023-07-15,3
FREP-385684-Z,2023-07-15,3
FREP-385729-Z,2023-07-16,1
FREP-385563-Z,2023-07-15,3
FREP-385714-Z,2023-07-15,3
FREP-385754-Z,2023-07-16,1
FREP-386140-Z,2023-07-19,2
FREP-386708-Z,2023-07-23,1
FREP-386277-Z,2023-07-20,4
FREP-386602-Z,2023-07-22,2
FREP-386674-Z,2023-07-22,2
FREP-387277-Z,2023-07-25,0
FREP-387606-Z,2023-07-27,2
FREP-387637-Z,2023-07-27,2
FREP-388127-Z,2023-07-28,0
FREP-388227-Z,2023-07-29,1
FREP-388354-Z,2023-07-30,0
FREP-388295-Z,2023-07-30,0
FREP-388380-Z,2023-07-30,0
FREP-389350-Z,2023-08-03,0
FREP-391176-Z,2023-08-11,1
FREP-46236-C,2021-04-10,4
FREP-47751-C,2021-05-20,3
FREP-48866-C,2021-06-14,0
FREP-50271-C,2021-07-18,2
FREP-51649-C,2021-09-10,1
FREP-74499-V,2021-11-04,0
FREP-255570-G,2021-09-08,3
FREP-255573-G,2021-09-08,3
FREP-328906-Z,2022-09-16,0
FREP-329270-Z,2022-09-20,4
FREP-329890-Z,2022-09-22,4
FREP-331414-Z,2022-09-30,1
FREP-331496-Z,2022-10-01,0
FREP-331797-G,2023-09-06,0
FREP-332133-G,2023-09-09,2
FREP-332305-G,2023-09-11,2
FREP-333658-Z,2022-10-13,3
FREP-333604-G,2023-09-21,0
FREP-333633-Z,2022-10-12,3
FREP-334028-Z,2022-10-14,4
FREP-335446-Z,2022-10-22,1
FREP-335555-Z,2022-10-23,2
FREP-335644-Z,2022-10-23,2
FREP-335691-Z,2022-10-23,2
FREP-331393-Z,2022-09-30,1
FREP-330964-Z,2022-09-29,2
FREP-330374-Z,2022-09-26,1
FREP-262916-Z,2021-10-02,3
FREP-263483-Z,2021-10-06,1
FREP-263662-Z,2021-10-06,1
FREP-265136-Z,2021-10-17,1
FREP-265409-G,2022-02-04,0
FREP-265567-Z,2021-10-20,3
FREP-265373-Z,2021-10-19,2
FREP-265490-Z,2021-10-19,2
FREP-265497-G,2022-02-04,0
FREP-275589-G,2022-04-07,3
FREP-275574-G,2022-04-07,3
FREP-275587-G,2022-02-20,2
FREP-276282-G,2022-04-14,4
FREP-276286-G,2022-04-14,4
FREP-276294-G,2022-04-15,2
FREP-276521-Z,2021-12-27,4
FREP-276538-Z,2021-12-27,4
FREP-277145-Z,2022-01-02,1
FREP-277199-Z,2022-01-02,1
FREP-277687-Z,2022-01-06,1
FREP-266748-G,2022-02-17,4
FREP-9434-O,2022-02-18,0
FREP-76796-V,2022-02-21,4
FREP-76981-V,2022-02-18,0
FREP-256715-G,2021-10-21,2
FREP-256739-Z,2021-08-22,3
FREP-256910-G,2021-10-31,1
FREP-257658-G,2021-11-16,0
FREP-258621-G,2021-11-27,4
FREP-258624-G,2021-11-27,4
FREP-258681-G,2021-11-27,4
FREP-258730-G,2021-11-27,4
FREP-258731-G,2021-11-28,4
FREP-259136-G,2021-11-30,2
FREP-258644-G,2021-11-27,4
FREP-258711-G,2021-11-27,4
FREP-258681-Z,2021-09-02,2
FREP-258728-G,2021-11-27,4
FREP-258733-G,2021-11-27,4
FREP-259145-G,2021-12-01,2
FREP-337003-Z,2022-10-29,0
FREP-338230-Z,2022-11-03,2
FREP-340644-Z,2022-11-15,3
FREP-340368-Z,2022-11-14,1
FREP-340879-Z,2022-11-16,2
FREP-364154-Z,2023-03-16,4
FREP-364456-Z,2023-03-18,3
FREP-365043-Z,2023-03-21,4
FREP-366550-Z,2023-03-30,1
FREP-369608-Z,2023-04-18,4
FREP-371264-Z,2023-04-29,4
FREP-372246-Z,2023-05-07,1
FREP-375707-Z,2023-05-25,0
FREP-375971-Z,2023-05-27,0
FREP-376383-Z,2023-05-31,2
FREP-377203-Z,2023-06-07,4
FREP-377776-Z,2023-06-08,1
FREP-378074-Z,2023-06-10,4
FREP-378001-Z,2023-06-10,4
FREP-378131-Z,2023-06-11,4
FREP-378648-Z,2023-06-13,2
FREP-378430-Z,2023-06-12,3
FREP-378661-Z,2023-06-13,2
FREP-379402-Z,2023-06-15,3
FREP-379427-Z,2023-06-17,1
FREP-379649-Z,2023-06-18,4
FREP-379661-Z,2023-06-18,4
FREP-379739-Z,2023-06-19,4
FREP-379533-Z,2023-06-18,4
FREP-379656-Z,2023-06-18,4
FREP-379696-Z,2023-06-19,4
FREP-380318-Z,2023-06-20,3
FREP-380670-Z,2023-06-22,4
FREP-380721-Z,2023-06-22,4
FREP-382036-Z,2023-06-29,2
FREP-382039-Z,2023-06-29,2
FREP-382557-Z,2023-07-01,0
FREP-382936-Z,2023-07-03,1
FREP-382122-Z,2023-06-29,2
FREP-382291-Z,2023-06-29,2
FREP-382725-Z,2023-07-02,2
FREP-382567-Z,2023-07-01,0
FREP-382724-Z,2023-07-02,2
FREP-345687-Z,2022-12-12,3
FREP-345735-Z,2022-12-12,3
FREP-363153-Z,2023-03-13,2
FREP-363447-Z,2023-03-13,2
FREP-363307-Z,2023-03-13,2
FREP-363423-Z,2023-03-14,0
FREP-352375-Z,2023-01-13,4
FREP-352387-Z,2023-01-13,4
FREP-352236-Z,2023-01-12,0
FREP-350602-Z,2023-01-04,2
FREP-268556-G,2022-02-20,2
FREP-268641-G,2022-02-25,3
FREP-268785-G,2022-02-18,0
FREP-271267-G,2022-02-23,1
FREP-271321-G,2022-02-27,4
FREP-271166-G,2022-02-26,0
FREP-271451-Z,2021-11-26,0
FREP-272334-Z,2021-11-30,2
FREP-272455-G,2022-03-07,2
FREP-272771-Z,2021-12-03,4
FREP-273003-G,2022-03-17,0
FREP-273709-G,2022-03-18,3
FREP-273586-G,2022-03-17,0
FREP-273467-G,2022-02-21,4
FREP-273771-Z,2021-12-08,4
FREP-273782-Z,2021-12-09,1
FREP-274123-Z,2021-12-10,4
FREP-274411-Z,2021-12-11,1
FREP-274897-G,2022-04-01,0
FREP-309648-Z,2022-06-14,2
FREP-310757-Z,2022-06-19,4
FREP-312186-G,2023-03-10,2
FREP-312148-G,2023-03-10,2
FREP-312173-Z,2022-06-26,2
FREP-312262-G,2023-03-10,2
FREP-312402-G,2023-03-13,2
FREP-312559-G,2023-03-13,2
FREP-312579-G,2023-03-13,2
FREP-312983-G,2023-03-17,1
FREP-313428-Z,2022-07-02,3
FREP-313430-Z,2022-07-02,3
FREP-314060-G,2023-03-29,3
FREP-314363-G,2023-03-31,1
FREP-314421-G,2023-04-01,0
FREP-314292-G,2023-03-31,1
FREP-325323-G,2023-07-15,3
FREP-325289-G,2023-07-15,3
FREP-325462-G,2023-07-16,1
FREP-325271-G,2023-07-15,3
FREP-325583-Z,2022-08-31,4
FREP-326221-G,2023-07-22,2
FREP-326543-Z,2022-09-05,3
FREP-326668-Z,2022-09-06,3
FREP-326843-G,2023-07-26,3
FREP-326881-G,2023-07-27,2
FREP-327067-Z,2022-09-07,1
FREP-327938-G,2023-08-05,2
FREP-328129-G,2023-08-06,0
FREP-328083-G,2023-08-06,0
FREP-321184-G,2023-06-10,4
FREP-321187-G,2023-06-10,4
FREP-321160-G,2023-06-10,4
FREP-321185-G,2023-06-10,4
FREP-322422-Z,2022-08-17,4
FREP-322495-Z,2022-08-17,4
FREP-321979-G,2023-06-16,0
